Node Number,X Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
40057,0.635,-0.35862,1.53E-10,1.49E-12,5.05E-12
32924,0.62015,-0.34841,1.45E-10,1.49E-12,1.17E-11
32919,0.62015,-0.37813,1.74E-10,1.87E-12,1.47E-11
34810,0.68783,-1.6378,-3.23E-12,2.79E-15,2.76E-14
8847,0.67735,-1.6373,-3.23E-12,1.37E-16,2.70E-14
7930,0.67671,-1.6461,-3.23E-12,-1.98E-15,2.84E-14
32899,0.6206,-0.49699,2.83E-10,2.55E-12,-4.28E-11
40052,0.635,-0.50805,2.14E-10,3.38E-12,-3.17E-11
40527,0.572,-0.4375,2.67E-10,5.21E-12,9.06E-11
40048,0.635,-0.62759,-2.55E-10,-2.70E-12,6.95E-12
40049,0.635,-0.5977,-2.83E-10,-2.48E-12,5.58E-13
32876,0.61901,-0.61952,-2.74E-10,-1.47E-12,2.25E-11
32872,0.62148,-0.64832,-2.28E-10,-1.19E-12,1.73E-11
40047,0.635,-0.65747,-2.13E-10,-7.51E-13,7.45E-12
40046,0.635,-0.68736,-1.77E-10,-1.19E-12,6.42E-12
33144,0.58663,-0.74116,-1.32E-10,-8.26E-13,3.50E-11
40455,0.572,-0.74947,-1.22E-10,-1.54E-12,3.62E-11
40456,0.572,-0.72026,-1.47E-10,-1.49E-12,4.71E-11
32862,0.62142,-0.70806,-1.57E-10,-7.11E-13,1.26E-11
32856,0.62182,-0.73797,-1.31E-10,-7.55E-13,9.84E-12
40041,0.635,-0.83678,-7.69E-11,-5.34E-13,2.22E-12
32842,0.62138,-0.82656,-8.14E-11,-4.68E-13,5.32E-12
34817,0.69349,-1.9826,-3.21E-12,7.48E-15,1.16E-14
40040,0.635,-0.86667,-6.61E-11,-2.93E-13,1.67E-12
40039,0.635,-0.89655,-5.73E-11,-4.41E-13,1.35E-12
32832,0.61995,-0.88819,-6.08E-11,-3.20E-13,3.61E-12
32822,0.62038,-0.94771,-4.63E-11,-2.87E-13,2.65E-12
39719,0.64,-2.2414,-3.28E-12,-2.99E-14,2.83E-14
40036,0.635,-0.98621,-3.86E-11,-1.81E-13,8.98E-13
40035,0.635,-1.0161,-3.40E-11,-1.64E-13,7.45E-13
40034,0.635,-1.046,-3.00E-11,-2.34E-13,6.38E-13
40033,0.635,-1.0759,-2.67E-11,-2.13E-13,6.63E-13
32800,0.6196,-1.0619,-2.86E-11,-1.49E-13,1.88E-12
40445,0.572,-1.0416,-3.21E-11,-4.80E-13,6.67E-12
33057,0.58775,-1.2414,-1.43E-11,-8.71E-14,2.42E-12
15824,0.59574,-1.2346,-1.46E-11,-2.86E-14,2.11E-12
33058,0.58685,-1.226,-1.51E-11,-4.23E-14,2.55E-12
15827,0.5972,-1.2277,-1.50E-11,-5.96E-14,2.12E-12
40030,0.635,-1.1655,-1.83E-11,-8.55E-14,4.09E-13
39710,0.64,-2.5103,-3.93E-12,-3.56E-14,8.30E-14
40027,0.635,-1.2552,-1.29E-11,-6.45E-14,3.06E-13
40025,0.635,-1.3149,-1.02E-11,-5.09E-14,2.49E-13
32732,0.62182,-1.456,-6.00E-12,-3.57E-14,3.34E-13
40020,0.635,-1.4644,-5.73E-12,-5.34E-14,1.54E-13
33342,0.58775,-2.4648,8.29E-13,6.19E-15,3.62E-13
18714,0.59588,-2.4712,8.91E-13,3.74E-15,3.30E-13
39987,0.635,-2.4506,7.71E-13,7.84E-15,6.43E-14
32564,0.61925,-2.4702,8.91E-13,4.65E-15,1.51E-13
39986,0.635,-2.4805,1.00E-12,7.88E-15,8.68E-14
39758,0.64,-1.0759,-3.39E-12,-2.41E-14,-7.24E-14
40017,0.635,-1.554,-4.06E-12,-1.98E-14,1.29E-13
39989,0.635,-2.3908,4.39E-13,5.90E-15,4.92E-14
39988,0.635,-2.4207,5.95E-13,5.19E-15,5.48E-14
33347,0.58928,-2.4073,4.99E-13,1.67E-15,2.27E-13
33346,0.58689,-2.4222,5.64E-13,2.41E-15,2.52E-13
40748,0.572,-2.4125,5.19E-13,6.57E-15,2.83E-13
40016,0.635,-1.5839,-3.62E-12,-1.66E-14,1.15E-13
32712,0.62188,-1.5748,-3.80E-12,-1.48E-14,2.14E-13
32708,0.62179,-1.6052,-3.37E-12,-1.83E-14,2.03E-13
40749,0.572,-2.384,4.08E-13,6.61E-15,2.42E-13
33348,0.58906,-2.3778,3.75E-13,3.01E-16,1.94E-13
32578,0.62015,-2.3514,2.79E-13,3.11E-15,7.05E-14
39990,0.635,-2.3609,3.10E-13,3.95E-15,4.27E-14
41471,0.577,-2.25,-1.83E-14,1.15E-15,1.58E-13
40012,0.635,-1.7034,-2.30E-12,-1.74E-14,8.93E-14
32692,0.62015,-1.6927,-2.42E-12,-1.63E-14,1.69E-13
40011,0.635,-1.7333,-2.04E-12,-1.55E-14,8.23E-14
39995,0.635,-2.2115,-9.76E-14,4.55E-16,3.88E-14
39997,0.635,-2.1517,-2.42E-13,-3.32E-16,4.23E-14
32666,0.62008,-1.8417,-1.34E-12,-9.88E-15,1.10E-13
32661,0.62038,-1.8718,-1.18E-12,-8.66E-15,1.02E-13
32656,0.62038,-1.9015,-1.04E-12,-8.12E-15,9.44E-14
40005,0.635,-1.9126,-9.87E-13,-7.49E-15,5.84E-14
40641,0.572,-2.0455,-5.38E-13,-5.07E-15,1.87E-13
40640,0.572,-2.0747,-4.69E-13,-6.88E-15,1.79E-13
33311,0.58775,-2.0643,-4.89E-13,-4.54E-15,1.57E-13
32630,0.62148,-2.0547,-4.99E-13,-1.59E-15,6.62E-14
40000,0.635,-2.0621,-4.70E-13,-1.62E-15,4.69E-14
33322,0.58913,-1.8952,-1.12E-12,-6.36E-15,2.38E-13
40646,0.572,-1.8995,-1.10E-12,-1.37E-14,2.76E-13
40004,0.635,-1.9425,-8.62E-13,-6.95E-15,5.51E-14
32650,0.62038,-1.9312,-9.19E-13,-6.80E-15,8.84E-14
32640,0.6215,-1.9951,-6.82E-13,-4.02E-15,7.29E-14
40002,0.635,-2.0023,-6.48E-13,-2.81E-15,5.07E-14
32644,0.61925,-1.9613,-8.06E-13,-5.41E-15,8.79E-14
33240,0.58775,-0.25665,8.94E-11,4.59E-13,1.95E-11
25727,0.59563,-0.2611,9.14E-11,2.79E-13,1.70E-11
33236,0.58775,-0.31534,1.21E-10,7.28E-13,2.92E-11
33237,0.58703,-0.33049,1.32E-10,1.19E-12,3.28E-11
25763,0.59563,-0.31997,1.24E-10,5.12E-13,2.54E-11
40421,0.572,-1.2076,-1.63E-11,-3.59E-13,3.11E-12
40032,0.635,-1.1057,-2.35E-11,-1.54E-13,5.61E-13
32799,0.61988,-1.0882,-2.55E-11,-1.71E-13,1.60E-12
43275,0.69013,-2.386,-3.29E-12,1.21E-14,8.71E-14
39984,0.635,-2.5402,1.87E-12,3.96E-14,1.92E-13
39985,0.635,-2.5103,1.33E-12,1.51E-14,1.25E-13
40750,0.572,-2.3555,3.04E-13,5.72E-15,2.09E-13
33350,0.58775,-2.364,3.25E-13,2.51E-15,1.85E-13
33307,0.58775,-2.123,-3.22E-13,8.42E-16,1.40E-13
27113,0.59563,-2.1253,-3.21E-13,2.99E-16,1.23E-13
33325,0.58682,-1.8809,-1.18E-12,-5.19E-15,2.52E-13
40639,0.572,-2.1039,-3.73E-13,-4.55E-15,1.73E-13
33320,0.58775,-1.9247,-9.80E-13,-7.64E-15,2.19E-13
33321,0.58775,-1.9394,-9.24E-13,-4.89E-15,2.09E-13
33314,0.58946,-2.0201,-6.22E-13,-3.93E-15,1.65E-13
27268,0.59644,-2.0132,-6.43E-13,-2.03E-15,1.49E-13
33315,0.58775,-2.0055,-6.69E-13,-7.97E-16,1.74E-13
27269,0.59742,-2.006,-6.69E-13,-1.63E-15,1.50E-13
39994,0.635,-2.2414,-2.17E-14,-8.51E-16,3.88E-14
32600,0.61966,-2.2538,1.10E-15,-4.90E-17,6.12E-14
39993,0.635,-2.2713,3.97E-14,-2.39E-16,3.71E-14
40446,0.572,-1.0124,-3.65E-11,-6.75E-13,7.69E-12
43272,0.69512,-2.2086,-3.23E-12,1.48E-14,4.07E-14
35002,0.68572,-2.2255,-3.22E-12,4.85E-15,4.39E-14
28497,0.67875,-2.2287,-3.22E-12,-2.68E-16,3.96E-14
33129,0.58775,-0.91769,-5.50E-11,-4.98E-13,1.07E-11
43269,0.69408,-2.0293,-3.20E-12,1.71E-14,2.54E-14
35451,0.67948,-2.0362,-3.19E-12,-1.09E-15,2.81E-14
35445,0.67906,-1.8562,-3.24E-12,-1.41E-15,2.84E-14
28714,0.67584,-1.8641,-3.25E-12,-3.60E-16,2.77E-14
34974,0.68604,-1.864,-3.25E-12,4.26E-15,2.45E-14
28716,0.67916,-1.8677,-3.24E-12,-2.86E-16,2.66E-14
28734,0.67874,-1.78,-3.24E-12,-1.64E-16,4.05E-14
43263,0.69501,-1.5807,-3.25E-12,1.50E-14,1.66E-14
34954,0.6855,-1.598,-3.24E-12,3.51E-15,2.49E-14
35430,0.67951,-1.4082,-3.29E-12,-1.82E-15,7.22E-15
28880,0.67566,-1.416,-3.29E-12,-5.62E-16,9.77E-15
28883,0.67878,-1.4214,-3.29E-12,-5.45E-16,1.01E-14
34775,0.69277,-0.10026,-2.19E-12,-7.42E-15,-9.63E-13
34776,0.68676,-0.1117,-2.17E-12,-5.87E-15,-7.77E-13
43034,0.70714,-0.11222,-1.89E-12,-5.99E-15,-8.90E-13
43590,0.68848,-0.12933,-2.00E-12,-1.34E-14,-6.28E-13
34912,0.68604,-1.0568,-3.31E-12,7.38E-15,-7.32E-14
29032,0.67885,-1.0622,-3.31E-12,-1.29E-15,-7.64E-14
35415,0.67916,-0.959,-3.27E-12,-1.82E-15,-1.36E-13
29099,0.67576,-0.96731,-3.28E-12,-9.85E-16,-1.30E-13
34905,0.68665,-0.97022,-3.27E-12,6.43E-15,-1.22E-13
29101,0.67906,-0.97225,-3.28E-12,-5.52E-16,-1.24E-13
34947,0.68604,-1.5053,-3.26E-12,1.96E-15,1.10E-14
41052,0.577,-2.27,4.68E-14,2.88E-16,1.57E-13
39780,0.64,-0.41839,-1.66E-12,-1.38E-14,-7.83E-13
32594,0.62172,-2.2825,7.37E-14,5.43E-16,5.88E-14
39992,0.635,-2.3011,1.22E-13,1.82E-15,4.13E-14
31754,0.65344,-2.4764,-3.62E-12,-8.87E-15,1.02E-13
39711,0.64,-2.4805,-3.69E-12,-2.16E-14,6.05E-14
32877,0.61787,-0.63598,-2.49E-10,-1.63E-12,2.37E-11
32081,0.66018,-0.1794,-1.81E-12,-8.79E-15,-3.04E-13
39788,0.64,-0.17931,-1.85E-12,-2.32E-14,-2.37E-13
1585,0.66869,-2.5949,-4.42E-12,-8.44E-14,2.88E-12
1584,0.6613,-2.5937,-4.87E-12,-9.18E-14,3.17E-12
18592,0.67578,-2.5899,-4.06E-12,-3.40E-14,2.37E-12
40461,0.572,-0.57421,-7.55E-10,-4.59E-11,1.43E-10
33159,0.58224,-0.55725,-7.89E-10,-3.53E-11,-3.31E-10
41580,0.577,-0.545,-6.86E-10,5.88E-12,-5.41E-10
40443,0.572,-0.545,-1.21E-09,0,6.99E-10
41579,0.577,-0.525,4.74E-10,5.51E-11,-6.41E-10
33392,0.58714,-0.54321,-1.69E-10,-1.08E-11,-7.70E-10
43338,0.68898,-0.3322,-1.59E-12,3.90E-15,-4.60E-13
43603,0.69013,-0.31038,-1.57E-12,1.95E-15,-4.21E-13
43604,0.71333,-0.32209,-1.64E-12,1.53E-14,-4.20E-13
41581,0.577,-1.1,-2.56E-11,-3.31E-13,5.15E-12
33393,0.58839,-1.0864,-2.66E-11,-1.16E-13,4.58E-12
40444,0.572,-1.0708,-2.80E-11,-2.85E-13,5.87E-12
33119,0.58889,-1.0741,-2.77E-11,-4.30E-14,4.95E-12
40320,0.572,-1.1,-2.67E-11,-3.64E-25,6.23E-12
43318,0.72489,-0.94485,-3.38E-12,7.18E-14,-1.22E-13
43255,0.69722,-0.95407,-3.27E-12,1.30E-14,-1.39E-13
42913,0.72089,-0.9796,-3.38E-12,4.56E-14,-9.32E-14
40751,0.572,-2.327,2.13E-13,6.38E-15,1.85E-13
41503,0.577,-1.675,-2.72E-12,-1.71E-14,5.56E-13
40654,0.572,-2.27,6.78E-14,8.74E-16,1.83E-13
40752,0.572,-2.2985,1.11E-13,2.40E-15,1.72E-13
40384,0.572,-1.675,-2.84E-12,-4.48E-14,6.49E-13
40406,0.572,-1.6458,-3.01E-12,-4.41E-14,6.37E-13
40652,0.572,-1.7242,-2.30E-12,-5.15E-14,5.14E-13
40572,0.572,-1.695,-2.43E-12,-5.90E-14,5.72E-13
40636,0.572,-2.1916,-1.59E-13,-1.66E-15,1.54E-13
40649,0.572,-1.8118,-1.57E-12,-3.08E-14,3.53E-13
40648,0.572,-1.8411,-1.40E-12,-1.98E-14,3.22E-13
43049,0.70502,-0.91876,-3.28E-12,1.76E-14,-1.60E-13
43640,0.72963,-0.91742,-3.38E-12,5.41E-14,-1.55E-13
40745,0.5434,-2.498,9.53E-13,2.33E-14,8.78E-13
43186,0.55867,-2.5269,1.13E-12,2.40E-14,1.04E-12
40647,0.572,-1.8703,-1.25E-12,-1.61E-14,3.01E-13
33135,0.58775,-0.84433,-7.61E-11,-5.98E-13,1.69E-11
40452,0.572,-0.83711,-8.02E-11,-8.00E-13,2.13E-11
33133,0.58775,-0.85893,-7.16E-11,-6.79E-13,1.56E-11
40451,0.572,-0.86632,-6.95E-11,-1.01E-12,1.75E-11
43710,0.72992,-2.3516,-3.42E-12,6.34E-14,4.84E-14
42928,0.7207,-2.3247,-3.36E-12,3.15E-14,4.13E-14
43065,0.70743,-2.3521,-3.29E-12,2.74E-14,6.17E-14
40450,0.572,-0.89553,-6.13E-11,-7.95E-13,1.48E-11
33134,0.58775,-0.87371,-6.68E-11,-1.41E-13,1.45E-11
33132,0.58775,-0.88831,-6.34E-11,-8.85E-13,1.35E-11
34687,0.70025,-1.6093,-3.27E-12,2.05E-14,1.90E-14
42920,0.72071,-1.6069,-3.39E-12,6.21E-14,5.06E-15
43057,0.7053,-1.6364,-3.27E-12,2.56E-14,2.30E-14
43585,0.71333,-5.29E-02,-1.78E-12,-1.09E-14,-2.05E-12
43347,0.68891,-5.98E-02,-2.67E-12,-1.04E-14,-1.83E-12
43046,0.70474,-0.65035,-2.76E-12,2.32E-14,-5.08E-13
43626,0.73017,-0.64815,-2.89E-12,4.43E-14,-4.40E-13
43324,0.7297,-0.67408,-2.97E-12,6.02E-14,-4.38E-13
43677,0.72993,-1.6337,-3.41E-12,5.29E-14,3.05E-14
42994,0.74667,-1.6217,-3.58E-12,9.48E-14,2.78E-14
43685,0.72992,-1.8132,-3.50E-12,7.91E-14,3.36E-14
43440,0.70195,-2.5976,-3.03E-12,3.22E-14,1.81E-12
34705,0.68654,-2.5859,-3.60E-12,-3.51E-14,1.94E-12
43156,0.69602,-2.5655,-3.71E-12,-1.79E-15,1.32E-12
40650,0.572,-1.7826,-1.77E-12,-2.27E-14,3.88E-13
42929,0.72127,-2.4143,-3.36E-12,2.78E-14,1.48E-13
43713,0.74325,-2.4047,-3.55E-12,9.21E-14,1.43E-13
42983,0.74667,-2.4294,-3.56E-12,6.94E-14,1.93E-13
33301,0.58775,-2.2112,-1.02E-13,2.84E-17,1.40E-13
40635,0.572,-2.2208,-6.73E-14,-3.95E-17,1.65E-13
43748,0.69649,-2.5356,-3.68E-12,5.34E-15,7.37E-13
42930,0.72,-2.5046,-3.43E-12,5.23E-14,4.57E-13
43568,0.7,-2.514,-3.52E-12,1.47E-14,5.22E-13
42952,0.71905,-2.5391,-3.41E-12,4.52E-14,8.30E-13
34693,0.70025,-2.1475,-3.23E-12,1.89E-14,3.68E-14
42926,0.72123,-2.1451,-3.35E-12,5.22E-14,3.33E-14
43063,0.70553,-2.1747,-3.25E-12,2.35E-14,3.78E-14
34690,0.70025,-1.8784,-3.28E-12,2.24E-14,1.79E-14
42923,0.72166,-1.8766,-3.42E-12,5.69E-14,9.31E-15
43060,0.70503,-1.9056,-3.28E-12,2.26E-14,9.30E-15
34686,0.70025,-1.5196,-3.28E-12,1.84E-14,6.63E-15
42919,0.71855,-1.5177,-3.39E-12,4.97E-14,-9.82E-16
43056,0.70503,-1.5467,-3.28E-12,2.21E-14,8.25E-15
43744,0.63867,4.28E-02,9.19E-12,-6.21E-15,-6.83E-12
43166,0.65356,6.34E-02,7.18E-12,5.06E-14,-2.81E-12
42915,0.72071,-1.1583,-3.43E-12,5.00E-14,-6.47E-14
43657,0.72993,-1.2748,-3.44E-12,1.11E-13,4.74E-15
43310,0.7297,-1.3022,-3.48E-12,6.52E-14,2.82E-14
43672,0.74326,-1.597,-3.64E-12,9.12E-14,-2.18E-14
43304,0.72969,-1.5714,-3.44E-12,6.36E-14,-1.07E-15
43331,0.68898,-0.51159,-2.31E-12,-8.31E-15,-8.53E-13
43114,0.72366,-2.5781,-3.15E-12,5.39E-14,1.19E-12
43602,0.72976,-0.2879,-1.64E-12,2.70E-14,-3.77E-13
43038,0.70747,-0.29064,-1.59E-12,5.18E-15,-3.94E-13
42905,0.71659,-0.26218,-1.61E-12,1.15E-14,-3.82E-13
40458,0.572,-0.66184,-2.08E-10,-1.91E-12,7.21E-11
40459,0.572,-0.63263,-2.59E-10,-2.84E-12,8.87E-11
40540,0.572,-5.83E-02,3.69E-11,4.69E-13,5.66E-12
40423,0.572,-1.1492,-2.13E-11,-4.35E-13,4.67E-12
40343,0.572,-1.12,-2.27E-11,-3.00E-13,5.51E-12
41582,0.577,-1.12,-2.31E-11,-1.74E-13,4.67E-12
40484,0.572,-0.525,1.24E-09,8.83E-11,3.33E-11
40525,0.572,-0.49583,7.66E-10,4.94E-11,6.36E-11
40414,0.572,-1.4121,-7.43E-12,-1.24E-13,1.50E-12
42985,0.56732,-2.5612,1.35E-12,2.61E-14,1.52E-12
34717,0.58365,-2.5713,1.74E-12,-7.04E-15,1.78E-12
42933,0.56498,-2.5928,1.21E-12,4.84E-14,2.09E-12
34718,0.58453,-2.5557,1.70E-12,3.03E-14,1.38E-12
34822,0.68696,-2.1755,-3.20E-12,1.67E-16,3.77E-14
32016,0.65535,-0.6401,-2.29E-12,3.25E-14,-9.26E-13
39772,0.64,-0.65747,-2.66E-12,4.34E-14,-1.02E-12
31780,0.65532,-2.3438,-3.31E-12,-1.49E-14,3.30E-14
39716,0.64,-2.331,-3.33E-12,-2.12E-14,2.77E-14
39715,0.64,-2.3609,-3.36E-12,-3.17E-14,2.66E-14
35412,0.67924,-0.87026,-3.21E-12,-1.42E-15,-2.30E-13
43254,0.69381,-0.86335,-3.20E-12,9.45E-15,-2.25E-13
43262,0.69622,-1.4925,-3.28E-12,2.07E-14,3.26E-15
34869,0.68512,-0.52419,-2.46E-12,-5.51E-15,-9.14E-13
34897,0.68604,-0.8774,-3.22E-12,2.59E-15,-2.07E-13
29149,0.67538,-0.87774,-3.23E-12,-2.49E-15,-2.22E-13
39760,0.64,-1.0161,-3.38E-12,-3.40E-14,-1.06E-13
31842,0.65532,-1.8955,-3.26E-12,-1.39E-14,2.66E-14
39730,0.64,-1.9126,-3.29E-12,-3.24E-14,2.81E-14
31906,0.65532,-1.4471,-3.31E-12,-1.52E-14,1.45E-14
39745,0.64,-1.4644,-3.34E-12,-3.16E-14,1.84E-14
43715,0.69147,-2.4639,-3.43E-12,4.02E-15,2.18E-13
31817,0.65532,-2.0748,-3.22E-12,-1.51E-14,3.01E-14
39725,0.64,-2.0621,-3.26E-12,-1.99E-14,3.07E-14
39724,0.64,-2.092,-3.26E-12,-3.24E-14,2.76E-14
39737,0.64,-1.7034,-3.29E-12,-3.14E-14,3.04E-14
31869,0.65532,-1.7161,-3.26E-12,-1.09E-14,3.27E-14
39736,0.64,-1.7333,-3.30E-12,-2.58E-14,3.25E-14
39779,0.64,-0.44828,-1.78E-12,-2.25E-14,-9.34E-13
43609,0.68977,-0.40002,-1.71E-12,4.21E-15,-5.98E-13
33334,0.58642,-1.7165,-2.30E-12,-1.76E-14,4.38E-13
39775,0.64,-0.56782,-3.99E-12,-2.15E-13,-1.29E-12
40413,0.572,-1.4413,-6.73E-12,-7.61E-14,1.36E-12
33042,0.58941,-1.4349,-6.78E-12,-3.36E-14,1.13E-12
42932,0.5981,-2.6586,6.11E-14,7.05E-14,3.18E-12
39709,0.64,-2.5402,-4.54E-12,-2.88E-14,1.86E-13
39713,0.64,-2.4207,-3.46E-12,-2.31E-14,2.66E-14
31792,0.65412,-2.256,-3.26E-12,-1.08E-14,3.01E-14
39718,0.64,-2.2713,-3.30E-12,-3.07E-14,2.68E-14
39728,0.64,-1.9724,-3.26E-12,-2.97E-14,3.08E-14
34809,0.69211,-1.6227,-3.24E-12,5.39E-15,1.87E-14
39740,0.64,-1.6138,-3.29E-12,-2.99E-14,2.93E-14
31881,0.65409,-1.6285,-3.26E-12,-1.05E-14,2.80E-14
39739,0.64,-1.6437,-3.29E-12,-3.31E-14,3.03E-14
39790,0.64,-0.11954,-2.42E-12,-2.32E-14,-2.21E-13
31981,0.65532,-0.90913,-3.30E-12,-1.56E-14,-1.98E-13
39764,0.64,-0.89655,-3.34E-12,-1.93E-14,-2.16E-13
39763,0.64,-0.92644,-3.35E-12,-2.73E-14,-1.83E-13
39755,0.64,-1.1655,-3.37E-12,-2.79E-14,-3.50E-14
35411,0.68039,-0.8466,-3.19E-12,-2.11E-15,-2.62E-13
39785,0.64,-0.26897,-1.57E-12,-1.79E-14,-3.40E-13
39784,0.64,-0.29885,-1.54E-12,-1.37E-14,-3.95E-13
39782,0.64,-0.35862,-1.55E-12,-1.75E-14,-5.57E-13
43615,0.68848,-0.48811,-2.11E-12,-3.53E-16,-8.37E-13
39778,0.64,-0.47816,-1.97E-12,-2.96E-14,-1.12E-12
32037,0.65313,-0.48825,-2.07E-12,-1.82E-14,-1.10E-12
39776,0.64,-0.53793,-2.79E-12,-6.18E-14,-1.45E-12
43334,0.68992,-0.42069,-1.77E-12,5.11E-17,-6.60E-13
40053,0.635,-0.47816,2.86E-10,3.52E-12,-3.97E-12
39673,0.64,0,-5.76E-13,-8.44E-13,-2.50E-11
31740,0.64702,6.38E-03,-1.24E-12,-3.24E-14,-1.51E-11
31739,0.6503,-6.44E-03,-6.74E-12,-5.59E-13,-1.29E-11
40038,0.635,-0.92644,-5.00E-11,-3.29E-13,1.18E-12
40008,0.635,-1.823,-1.41E-12,-1.38E-14,6.53E-14
3620,0.65633,-1.07E-02,-6.77E-12,-3.58E-28,-9.71E-12
43459,0.6606,-1.29E-02,-6.09E-12,1.29E-13,-7.63E-12
6777,0.61709,-1.16E-02,3.47E-11,2.10E-14,-7.41E-12
3647,0.62275,-7.91E-03,3.49E-11,2.99E-13,-1.29E-11
5186,0.67352,-0.67093,-2.75E-12,8.17E-15,-6.76E-13
35405,0.68762,-0.66297,-2.72E-12,8.21E-15,-6.14E-13
35408,0.68641,-0.75238,-3.06E-12,1.42E-15,-4.25E-13
39767,0.64,-0.8069,-3.26E-12,-2.55E-14,-3.59E-13
6305,0.66395,-1.0458,-3.33E-12,-3.46E-15,-8.52E-14
39759,0.64,-1.046,-3.38E-12,-2.79E-14,-9.03E-14
33248,0.58775,-0.16861,5.84E-11,4.66E-13,1.11E-11
40536,0.572,-0.175,6.04E-11,9.40E-13,1.43E-11
33244,0.58775,-0.19795,6.74E-11,3.85E-13,1.39E-11
7796,0.5972,-0.19605,6.67E-11,2.33E-13,1.13E-11
7562,0.60349,-0.19924,6.72E-11,2.58E-13,9.48E-12
40535,0.572,-0.20417,6.84E-11,7.80E-13,1.69E-11
35438,0.68754,-1.6495,-3.23E-12,-4.72E-16,2.89E-14
34808,0.68783,-1.5481,-3.24E-12,1.47E-15,1.52E-14
8237,0.67756,-1.5476,-3.24E-12,-5.88E-16,1.69E-14
29585,0.68013,-1.5417,-3.25E-12,2.83E-17,1.36E-14
7875,0.67251,-1.5425,-3.25E-12,-1.36E-15,1.63E-14
7924,0.66462,-1.6721,-3.24E-12,-3.58E-15,3.14E-14
8664,0.65676,-1.6684,-3.25E-12,-1.01E-14,3.31E-14
9805,0.59563,-0.4451,2.76E-10,2.40E-13,6.17E-11
35275,0.60319,-0.44275,2.70E-10,8.41E-13,4.96E-11
33229,0.58775,-0.44749,2.87E-10,1.80E-12,7.68E-11
9807,0.59558,-0.43892,2.65E-10,1.04E-12,6.12E-11
8923,0.60318,-0.43539,2.57E-10,8.50E-13,4.87E-11
9368,0.59739,-0.43158,2.48E-10,-3.90E-14,5.78E-11
43217,0.60348,-0.42799,2.44E-10,8.42E-13,4.58E-11
33228,0.58947,-0.43304,2.52E-10,8.58E-13,7.04E-11
39734,0.64,-1.7931,-3.30E-12,-2.91E-14,3.43E-14
10098,0.61151,-0.51338,2.51E-10,3.75E-12,-1.59E-10
32900,0.61898,-0.51215,2.16E-10,2.58E-12,-1.02E-10
1505,0.61325,-0.52187,1.77E-10,2.85E-13,-1.94E-10
32881,0.61643,-0.60473,-2.98E-10,-2.24E-12,1.60E-11
11872,0.67923,-1.9972,-3.19E-12,-4.25E-17,2.24E-14
28690,0.68206,-1.9902,-3.19E-12,-6.60E-16,1.96E-14
34818,0.68583,-1.9973,-3.19E-12,1.28E-15,2.06E-14
31813,0.65532,-2.0898,-3.22E-12,-9.86E-15,3.20E-14
13383,0.66462,-2.2101,-3.23E-12,-3.12E-15,3.35E-14
32826,0.61996,-0.91791,-5.29E-11,-3.69E-13,3.04E-12
15377,0.59622,-1.0745,-2.76E-11,-3.84E-15,4.30E-12
15376,0.60213,-1.0717,-2.81E-11,-7.46E-14,3.66E-12
15831,0.66405,-2.4464,-3.45E-12,-5.40E-15,9.91E-14
15082,0.66,-2.4709,-3.56E-12,-6.94E-15,1.24E-13
15237,0.66204,-2.4635,-3.53E-12,-6.59E-15,1.16E-13
16417,0.65785,-2.5339,-4.13E-12,-3.78E-15,3.54E-13
31746,0.64973,-2.531,-4.13E-12,-5.15E-15,2.31E-13
31745,0.65388,-2.5421,-4.37E-12,-2.16E-14,3.44E-13
32747,0.61697,-1.3823,-7.97E-12,-6.21E-14,4.99E-13
33039,0.58775,-1.4765,-5.78E-12,-3.34E-14,9.86E-13
40019,0.635,-1.4943,-5.06E-12,-3.35E-14,1.38E-13
32722,0.6186,-1.5196,-4.74E-12,-2.72E-14,2.88E-13
33047,0.58775,-1.3883,-8.16E-12,-5.95E-14,1.40E-12
26884,0.60162,-1.6692,-2.72E-12,6.27E-18,3.74E-13
35606,0.60727,-1.6696,-2.70E-12,-7.36E-15,3.23E-13
19230,0.60252,-1.6615,-2.79E-12,-7.44E-15,3.65E-13
20760,0.60915,-1.6633,-2.75E-12,-7.84E-15,3.04E-13
33383,0.59401,-1.666,-2.77E-12,-1.71E-14,4.44E-13
19228,0.60127,-1.6542,-2.87E-12,-6.79E-15,3.94E-13
19410,0.59598,-2.4278,6.02E-13,1.48E-15,2.25E-13
33303,0.58775,-2.1818,-1.84E-13,-9.31E-16,1.39E-13
21102,0.59563,-2.1843,-1.76E-13,-7.91E-16,1.19E-13
21099,0.59563,-2.1757,-1.93E-13,-1.20E-15,1.20E-13
32614,0.61695,-2.1605,-2.24E-13,-1.42E-15,6.60E-14
32619,0.61681,-2.1312,-2.95E-13,-1.87E-15,6.81E-14
35649,0.67836,-0.57034,-2.94E-12,-4.19E-15,-6.90E-13
5511,0.67697,-0.56119,-2.87E-12,-1.21E-14,-8.37E-13
43476,0.67012,-0.56093,-2.98E-12,-6.83E-15,-9.01E-13
21240,0.6735,-0.56592,-2.97E-12,-3.57E-30,-7.91E-13
5274,0.68451,-0.45244,-1.90E-12,-2.55E-15,-7.59E-13
