Node Number,X Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
15564,0.59571,-1.0803,8.61E-09,1.26E-09,-1.66E-07
32743,0.61719,-1.4124,-5.72E-08,4.72E-09,-1.13E-07
15250,0.66179,-2.41,-4.85E-05,-1.58E-08,5.61E-07
15038,0.68592,-2.3352,-4.79E-05,1.11E-07,2.64E-07
34825,0.69349,-2.3414,-4.83E-05,3.83E-07,1.28E-07
34695,0.69895,-2.3261,-4.91E-05,1.12E-07,3.11E-07
14053,0.61074,-0.98704,6.45E-08,2.67E-09,-1.71E-07
14056,0.6098,-0.98042,7.12E-08,3.17E-09,-1.72E-07
13981,0.6618,-2.2306,-4.71E-05,-5.53E-09,1.42E-07
13759,0.61138,-0.959,9.19E-08,2.24E-09,-1.75E-07
13762,0.61138,-0.95161,9.95E-08,2.93E-09,-1.76E-07
13369,0.61138,-0.89973,1.63E-07,2.65E-09,-1.85E-07
13373,0.6098,-0.89157,1.73E-07,3.25E-09,-1.87E-07
13266,0.6618,-2.141,-4.68E-05,-4.65E-09,5.98E-08
12247,0.65897,-2.118,-4.68E-05,-1.80E-08,3.21E-08
12026,0.65929,-2.0269,-4.67E-05,-1.73E-08,-5.51E-08
31821,0.65279,-2.0177,-4.68E-05,-9.55E-08,-5.75E-08
12022,0.66097,-2.0174,-4.67E-05,-2.02E-08,-7.77E-08
31816,0.65931,-2.0604,-4.67E-05,-3.64E-08,5.16E-09
11743,0.59563,-0.70818,5.80E-07,3.48E-09,-2.75E-07
8628,0.5973,-0.69973,6.02E-07,2.86E-09,-2.75E-07
11727,0.6618,-2.0513,-4.66E-05,-6.55E-09,-4.95E-10
11421,0.66179,-1.9616,-4.69E-05,-1.10E-08,-1.43E-07
11393,0.6911,-1.969,-4.76E-05,3.69E-08,-3.27E-07
34691,0.70025,-1.9681,-4.84E-05,1.20E-07,-3.71E-07
11281,0.61233,-0.59537,9.88E-07,6.41E-09,-2.73E-07
32882,0.62225,-0.58989,9.94E-07,1.32E-08,-2.19E-07
11267,0.61081,-0.63252,8.28E-07,3.74E-09,-2.64E-07
11268,0.60873,-0.62305,8.64E-07,5.05E-09,-2.73E-07
34689,0.70025,-1.7887,-4.96E-05,4.12E-07,3.26E-07
10411,0.66179,-1.8719,-4.73E-05,-2.25E-09,-8.74E-08
10100,0.61194,-0.50549,1.52E-06,6.20E-09,-3.30E-07
10101,0.61066,-0.49854,1.58E-06,8.69E-09,-3.43E-07
9998,0.65937,-1.8474,-4.74E-05,-1.43E-08,-7.39E-08
31846,0.65279,-1.8384,-4.75E-05,-8.85E-08,-5.73E-08
9994,0.66097,-1.8381,-4.73E-05,-1.67E-08,-6.25E-08
9515,0.65897,-1.7594,-4.71E-05,-2.15E-08,-5.11E-09
31868,0.6593,-1.7017,-4.69E-05,-4.39E-08,-2.38E-08
33233,0.58703,-0.38942,2.75E-06,1.27E-08,-7.51E-07
33230,0.5891,-0.40324,2.60E-06,2.37E-08,-7.22E-07
8408,0.66179,-1.6926,-4.68E-05,-4.92E-09,-1.68E-08
7931,0.67351,-1.6574,-4.68E-05,1.58E-08,-5.42E-08
43265,0.69438,-1.6698,-4.78E-05,5.66E-07,3.40E-08
7925,0.6715,-1.6684,-4.68E-05,2.08E-08,-6.16E-08
7913,0.66192,-7.94E-02,-5.77E-05,-4.66E-08,-3.74E-06
7895,0.66179,-1.6029,-4.68E-05,-8.68E-09,-1.10E-07
31892,0.65927,-1.5226,-4.69E-05,-4.00E-08,-1.74E-07
7524,0.65921,-1.4886,-4.71E-05,-1.75E-08,-1.79E-07
32960,0.62015,-0.1404,1.11E-05,5.57E-08,-1.51E-06
32087,0.65322,-0.15557,-5.18E-05,-7.22E-08,-8.55E-07
7120,0.65897,-1.4007,-4.73E-05,-1.94E-08,-1.56E-07
31917,0.65917,-1.343,-4.72E-05,-5.04E-08,-8.31E-08
33259,0.58941,-3.50E-02,2.29E-05,-2.95E-09,-1.97E-05
6837,0.59616,-4.61E-02,2.40E-05,2.04E-07,-1.46E-05
33257,0.58549,-4.85E-02,2.17E-05,2.15E-07,-1.51E-05
6907,0.66179,-1.3339,-4.72E-05,-1.64E-08,-5.55E-08
6852,0.66179,-1.5132,-4.70E-05,-1.02E-08,-1.73E-07
6805,0.59403,-1.06E-02,2.39E-05,2.35E-07,-3.10E-05
6804,0.59245,-1.73E-02,2.42E-05,1.19E-07,-2.74E-05
33258,0.58563,-2.13E-02,2.16E-05,2.71E-07,-2.51E-05
6776,0.68772,-1.3484,-4.79E-05,2.30E-07,-2.19E-08
34803,0.69349,-1.3547,-4.82E-05,3.67E-07,-7.92E-08
6775,0.6911,-1.3411,-4.83E-05,1.08E-07,5.52E-08
34684,0.70025,-1.3402,-4.91E-05,2.05E-07,1.50E-07
6740,0.65896,-1.311,-4.72E-05,-2.17E-08,-7.22E-08
6736,0.66097,-1.3,-4.71E-05,-2.75E-08,-8.31E-08
6647,0.66179,-1.1546,-4.73E-05,-1.31E-08,-2.18E-07
6611,0.66097,-1.2104,-4.71E-05,-2.67E-08,-2.09E-07
6593,0.67065,-6.16E-02,-5.93E-05,-2.40E-08,-7.06E-06
6589,0.67048,-5.41E-02,-6.05E-05,-7.08E-08,-8.41E-06
31989,0.65532,-0.8344,-4.73E-05,-8.84E-08,-1.31E-07
34681,0.70025,-1.071,-4.95E-05,1.93E-07,-1.28E-07
6362,0.65823,-0.15105,-5.19E-05,-3.43E-08,-1.11E-06
6292,0.65896,-1.1317,-4.74E-05,-1.82E-08,-2.28E-07
31948,0.65279,-1.121,-4.76E-05,-9.15E-08,-1.95E-07
6288,0.66097,-1.1207,-4.75E-05,-2.19E-08,-2.31E-07
31968,0.66097,-0.98476,-4.74E-05,-4.07E-08,-9.28E-08
5915,0.66172,-0.29952,-4.85E-05,-2.50E-08,-3.96E-07
5918,0.66192,-0.30626,-4.84E-05,-3.51E-08,-3.87E-07
5896,0.66179,-0.88554,-4.73E-05,-1.84E-08,-1.30E-07
5861,0.65896,-0.95233,-4.73E-05,-2.12E-08,-1.15E-07
5857,0.66097,-0.94134,-4.73E-05,-2.66E-08,-1.39E-07
5840,0.66188,-0.25868,-4.89E-05,-2.86E-08,-4.58E-07
5813,0.68503,-0.2736,-4.90E-05,1.01E-07,-7.64E-07
5812,0.69009,-0.26634,-4.92E-05,3.36E-08,-7.61E-07
34672,0.6994,-0.26111,-4.98E-05,1.16E-07,-7.66E-07
32076,0.65333,-0.21749,-4.98E-05,-9.32E-08,-5.04E-07
5794,0.66172,-0.20985,-4.98E-05,-3.51E-08,-6.96E-07
5798,0.6622,-0.21657,-4.96E-05,-4.52E-08,-6.59E-07
34673,0.69892,-0.35466,-4.89E-05,2.32E-07,-3.15E-07
5724,0.68744,-0.35708,-4.85E-05,1.02E-07,-3.56E-07
5047,0.65695,-0.88113,-4.74E-05,-4.45E-08,-1.36E-07
5672,0.66614,-0.81752,-4.72E-05,3.81E-09,-1.54E-07
5634,0.66179,-0.79586,-4.72E-05,-1.61E-08,-1.60E-07
5545,0.6911,-0.80293,-4.78E-05,1.65E-07,-1.39E-07
34678,0.70025,-0.80193,-4.82E-05,4.08E-07,-7.31E-08
5499,0.65823,-0.42006,-4.79E-05,-2.99E-08,-1.92E-07
5412,0.67351,-0.76062,-4.73E-05,1.49E-08,-2.67E-07
43253,0.69014,-0.77148,-4.80E-05,5.15E-07,-2.66E-07
5411,0.6735,-0.77245,-4.72E-05,2.09E-08,-2.52E-07
5363,0.66188,-0.43802,-4.79E-05,-3.34E-08,-1.67E-07
5263,0.66179,-0.70619,-4.76E-05,-1.25E-08,-2.91E-07
4956,0.66188,-0.5277,-4.80E-05,-2.84E-08,-1.31E-07
4926,0.66096,-0.61528,-4.80E-05,-1.24E-08,-1.85E-07
32552,0.62508,-8.18E-05,3.61E-05,1.46E-21,-7.90E-05
3600,0.66037,-4.56E-02,-6.47E-05,-1.53E-07,-8.22E-06
1610,0.62336,-2.6396,-4.69E-06,4.28E-07,5.76E-05
35029,0.62718,-2.6493,-7.00E-06,7.06E-07,5.62E-05
1627,0.63032,-2.6358,-6.58E-06,2.41E-07,5.98E-05
34700,0.64004,-2.6386,-1.32E-05,3.13E-07,5.82E-05
1583,0.66032,-2.5894,-7.87E-05,-4.81E-07,4.27E-05
31741,0.65333,-2.5936,-8.27E-05,-7.89E-07,5.05E-05
1576,0.66,-2.583,-7.85E-05,1.34E-07,3.19E-05
1369,0.59171,-0.56689,1.17E-06,7.66E-10,-3.95E-07
34771,0.66505,-5.71E-02,-6.13E-05,-4.94E-08,-6.87E-06
6600,0.66064,-5.33E-02,-6.26E-05,9.74E-09,-6.90E-06
43174,0.63377,-2.6655,-9.12E-06,2.48E-06,5.24E-05
42942,0.66002,-2.644,-2.21E-05,1.64E-06,5.03E-05
35031,0.63237,-2.6261,-8.61E-06,6.85E-07,6.62E-05
43526,0.64519,-2.6132,-4.07E-05,-8.85E-07,8.60E-05
35911,0.64869,2.49E-02,-3.12E-05,-5.62E-07,-5.64E-05
34701,0.66189,2.31E-02,-3.85E-05,-5.92E-07,-5.02E-05
43335,0.59622,2.00E-02,9.70E-06,1.25E-08,-4.09E-05
43656,0.62709,1.83E-02,-3.22E-06,-8.90E-07,-7.92E-05
43047,0.70502,-0.73934,-4.90E-05,6.54E-07,-5.34E-07
34677,0.70025,-0.71223,-4.85E-05,4.01E-07,-5.04E-07
39787,0.64,-0.2092,-5.05E-05,-3.76E-07,-3.26E-07
42903,0.7166,-8.27E-02,-5.41E-05,7.30E-07,-6.74E-06
34670,0.69893,-8.55E-02,-5.41E-05,2.05E-07,-6.57E-06
39723,0.64,-2.1218,-4.72E-05,-3.41E-07,1.37E-08
34826,0.68783,-2.3554,-4.78E-05,2.20E-07,4.72E-07
40408,0.572,-1.5874,5.64E-08,7.29E-09,-5.64E-08
34889,0.68604,-0.78771,-4.75E-05,1.73E-07,-2.10E-07
40643,0.572,-1.9871,9.00E-07,2.53E-08,1.97E-07
33317,0.58557,-1.9798,8.41E-07,7.64E-09,1.58E-07
34696,0.70023,-2.4166,-4.95E-05,1.12E-07,1.28E-06
43273,0.69495,-2.2979,-4.85E-05,6.16E-07,2.30E-07
43064,0.7057,-2.2645,-4.93E-05,6.78E-07,2.52E-07
43058,0.70424,-1.7269,-4.86E-05,7.87E-07,1.40E-07
43059,0.70496,-1.8168,-4.92E-05,6.88E-07,1.72E-08
43260,0.69434,-1.3119,-4.82E-05,7.57E-07,7.73E-08
43053,0.70458,-1.2783,-4.83E-05,6.32E-07,-1.07E-07
34680,0.70025,-0.98134,-4.86E-05,2.79E-07,3.78E-08
43044,0.70763,-0.56037,-5.05E-05,4.81E-07,-1.39E-07
42908,0.71762,-0.53272,-5.13E-05,1.17E-06,-2.19E-08
35453,0.68038,-2.1022,-4.70E-05,1.16E-07,7.22E-08
43270,0.69333,-2.1157,-4.81E-05,7.54E-07,6.58E-08
43062,0.70503,-2.085,-4.84E-05,8.72E-07,5.54E-08
40422,0.572,-1.1784,-2.28E-08,7.95E-09,-1.53E-07
34755,0.67757,-0.2224,-4.94E-05,2.74E-08,-9.06E-07
43596,0.69048,-0.22073,-4.96E-05,1.79E-07,-1.13E-06
39765,0.64,-0.86667,-4.77E-05,-3.00E-07,-1.70E-07
43050,0.70403,-1.0089,-4.92E-05,5.69E-07,5.77E-08
34679,0.70025,-0.89164,-4.84E-05,2.57E-07,-1.32E-08
42912,0.72119,-0.88965,-5.11E-05,1.04E-06,-1.80E-07
5994,0.67347,-0.91468,-4.73E-05,5.52E-08,-1.25E-07
18900,0.60343,-2.4381,9.90E-06,4.01E-08,2.42E-06
6614,0.65696,-1.2323,-4.71E-05,-4.17E-08,-1.61E-07
12027,0.65896,-2.037,-4.67E-05,-4.73E-08,-4.61E-08
9999,0.65889,-1.8576,-4.73E-05,-4.67E-08,-9.28E-08
7525,0.65894,-1.499,-4.70E-05,-5.30E-08,-1.85E-07
7121,0.65696,-1.4117,-4.73E-05,-5.58E-08,-1.82E-07
6741,0.65889,-1.3196,-4.72E-05,-5.83E-08,-8.74E-08
6293,0.65695,-1.1427,-4.74E-05,-5.44E-08,-2.43E-07
5862,0.65695,-0.96332,-4.74E-05,-6.60E-08,-1.33E-07
29188,0.67431,-0.69734,-4.77E-05,9.69E-09,-3.46E-07
5262,0.66744,-0.70104,-4.76E-05,-2.82E-09,-3.28E-07
21659,0.68293,-0.79733,-4.75E-05,7.69E-08,-1.94E-07
29047,0.67875,-0.79343,-4.73E-05,3.78E-08,-1.73E-07
5641,0.67736,-0.79888,-4.73E-05,4.12E-08,-1.73E-07
25594,0.66666,-0.13003,-5.26E-05,-2.66E-08,-1.91E-06
7099,0.68465,-1.4381,-4.77E-05,1.01E-07,-2.59E-07
25640,0.67743,-1.4391,-4.74E-05,5.31E-08,-2.11E-07
25675,0.66744,-1.4185,-4.73E-05,6.32E-09,-1.79E-07
8574,0.65696,-1.6807,-4.68E-05,-2.45E-08,-7.27E-08
10442,0.67778,-1.8168,-4.74E-05,6.24E-08,4.17E-08
28761,0.68206,-1.8109,-4.75E-05,1.48E-08,5.16E-08
10426,0.67284,-1.8115,-4.74E-05,2.93E-08,4.16E-08
10410,0.66786,-1.8673,-4.73E-05,1.41E-08,-9.87E-08
25723,0.59554,-0.48305,1.76E-06,8.18E-09,-4.74E-07
28695,0.60317,-0.47943,1.76E-06,1.04E-08,-4.26E-07
11203,0.65696,-1.9497,-4.70E-05,-2.91E-08,-1.47E-07
12248,0.65696,-2.129,-4.68E-05,-4.72E-08,3.18E-09
14664,0.65841,-2.3057,-4.74E-05,-2.77E-08,1.17E-07
22687,0.60376,-2.0313,1.07E-06,7.08E-09,1.39E-07
21576,0.6035,-2.1498,1.92E-06,9.94E-09,2.97E-07
7158,0.67671,-1.3771,-4.74E-05,2.96E-08,-5.08E-08
20882,0.6035,-1.6901,1.34E-07,3.00E-09,-4.59E-08
18521,0.61138,-2.4651,1.22E-05,1.27E-07,2.46E-06
14507,0.60426,-1.0943,-4.67E-09,1.80E-09,-1.59E-07
13022,0.67546,-2.1065,-4.68E-05,2.18E-08,4.16E-08
8005,0.61138,-0.29971,4.26E-06,1.84E-08,-7.02E-07
8009,0.60976,-0.29086,4.44E-06,2.51E-08,-7.41E-07
7241,0.61138,-0.12202,1.30E-05,3.74E-08,-2.81E-06
7242,0.6098,-0.11382,1.37E-05,7.27E-08,-3.13E-06
5431,0.66666,-0.48876,-4.79E-05,-4.26E-09,-1.36E-07
1441,0.59382,-0.57354,1.14E-06,1.69E-09,-3.83E-07
32894,0.61933,-0.53884,1.28E-06,1.29E-08,-2.62E-07
35409,0.67637,-0.7789,-4.72E-05,7.20E-08,-1.93E-07
5304,0.67552,-0.74962,-4.73E-05,5.54E-08,-3.20E-07
32051,0.65333,-0.39682,-4.81E-05,-9.03E-08,-2.01E-07
39766,0.64,-0.83678,-4.77E-05,-3.12E-07,-1.59E-07
32060,0.65497,-0.32203,-4.84E-05,-8.06E-08,-2.49E-07
6142,0.67633,-1.0183,-4.77E-05,7.67E-08,-2.26E-08
19319,0.67333,-1.0414,-4.76E-05,2.25E-08,-1.20E-07
34926,0.68604,-1.2362,-4.74E-05,1.76E-07,-9.14E-08
6726,0.67432,-1.2354,-4.70E-05,7.34E-10,-1.32E-07
39748,0.64,-1.3747,-4.77E-05,-3.07E-07,-1.25E-07
7228,0.59692,-0.23997,6.01E-06,5.05E-08,-1.41E-06
7230,0.59563,-0.23166,6.25E-06,1.46E-08,-1.49E-06
32981,0.61925,-3.70E-02,3.30E-05,-1.60E-07,-1.00E-05
31893,0.65611,-1.5377,-4.70E-05,-5.13E-08,-1.69E-07
7862,0.67671,-1.5564,-4.69E-05,5.42E-08,-1.81E-07
8291,0.67433,-1.6838,-4.69E-05,4.03E-09,-1.38E-08
35439,0.67637,-1.6757,-4.68E-05,3.80E-08,-5.79E-09
10093,0.59663,-0.49799,1.61E-06,5.52E-09,-4.45E-07
33223,0.5887,-0.50677,1.56E-06,5.79E-09,-4.83E-07
10091,0.59868,-0.50584,1.56E-06,5.09E-09,-4.23E-07
10937,0.60924,-0.61471,9.00E-07,4.28E-09,-2.78E-07
11131,0.67647,-1.9151,-4.73E-05,8.48E-08,-2.24E-07
11659,0.67875,-1.959,-4.70E-05,5.36E-08,-2.33E-07
34981,0.68604,-1.9537,-4.74E-05,2.23E-07,-2.73E-07
35454,0.67637,-2.1242,-4.69E-05,9.64E-08,5.64E-08
15406,0.68021,-2.3491,-4.76E-05,6.78E-08,3.09E-07
15402,0.68489,-2.342,-4.78E-05,2.34E-08,2.40E-07
35311,0.60376,-1.2308,-5.17E-08,2.08E-09,-1.39E-07
15843,0.59953,-1.1112,-1.05E-08,2.25E-09,-1.58E-07
33396,0.59088,-1.1103,-5.48E-09,2.13E-09,-1.62E-07
15841,0.59844,-1.1191,-1.36E-08,5.72E-10,-1.57E-07
33395,0.5915,-1.1239,-1.04E-08,3.22E-09,-1.60E-07
16759,0.59563,-1.2584,-5.04E-08,1.78E-09,-1.35E-07
33056,0.58775,-1.256,-4.54E-08,1.88E-09,-1.36E-07
16751,0.59563,-1.2658,-5.15E-08,1.20E-09,-1.34E-07
33055,0.58775,-1.2708,-4.69E-08,2.93E-09,-1.34E-07
17185,0.59563,-1.2879,-5.28E-08,1.78E-09,-1.31E-07
33054,0.58775,-1.2854,-4.78E-08,1.62E-09,-1.31E-07
17181,0.59563,-1.2953,-5.35E-08,1.25E-09,-1.29E-07
33053,0.58775,-1.3002,-4.87E-08,2.83E-09,-1.28E-07
17565,0.59563,-1.3173,-5.35E-08,1.85E-09,-1.25E-07
33052,0.58775,-1.3148,-4.89E-08,1.75E-09,-1.26E-07
17563,0.59563,-1.3247,-5.37E-08,1.19E-09,-1.24E-07
33051,0.58775,-1.3296,-4.87E-08,3.11E-09,-1.23E-07
17962,0.59563,-1.3763,-4.91E-08,1.36E-09,-1.16E-07
33048,0.58775,-1.3735,-4.53E-08,1.26E-09,-1.15E-07
17956,0.59563,-1.3824,-4.87E-08,1.15E-09,-1.14E-07
34698,0.58248,-2.5871,2.38E-05,6.40E-07,3.21E-05
33345,0.58685,-2.4509,1.06E-05,3.23E-08,3.77E-06
18894,0.59705,-2.4493,1.06E-05,1.20E-08,3.09E-06
32697,0.62407,-1.6623,8.48E-08,1.94E-09,-7.37E-08
19335,0.59843,-2.2732,3.65E-06,1.69E-08,7.31E-07
33372,0.5898,-2.2811,3.80E-06,2.83E-08,8.96E-07
19327,0.60055,-2.2779,3.73E-06,1.39E-08,7.12E-07
19411,0.59625,-2.4135,8.32E-06,3.71E-08,2.21E-06
19409,0.59709,-2.4203,8.69E-06,2.08E-08,2.30E-06
32057,0.65399,-0.37257,-4.82E-05,-1.20E-07,-2.31E-07
20077,0.61014,-2.315,4.58E-06,2.05E-08,7.14E-07
32587,0.6183,-2.3061,4.29E-06,3.04E-08,4.63E-07
21027,0.59656,-1.6423,8.89E-08,1.90E-09,-5.40E-08
22601,0.59563,-1.8491,4.11E-07,1.79E-09,2.99E-08
35317,0.60321,-1.8468,3.99E-07,2.93E-09,1.38E-08
39751,0.64,-1.2851,-4.76E-05,-3.02E-07,-1.22E-07
35367,0.6035,-2.039,1.11E-06,7.88E-09,1.50E-07
28509,0.59715,-0.90021,1.80E-07,3.39E-09,-2.03E-07
33131,0.58684,-0.90363,1.82E-07,2.63E-09,-2.14E-07
28511,0.59563,-0.89209,1.89E-07,2.11E-09,-2.06E-07
12155,0.67346,-2.0278,-4.66E-05,3.35E-08,-1.12E-07
34976,0.67228,-1.8713,-4.74E-05,3.16E-08,-1.14E-07
34969,0.67228,-1.7816,-4.72E-05,3.42E-08,7.00E-08
28789,0.68298,-1.7131,-4.71E-05,7.15E-08,-2.90E-09
33247,0.58685,-0.18428,8.28E-06,5.52E-08,-2.58E-06
7155,0.6715,-1.3994,-4.73E-05,2.59E-08,-2.25E-07
34942,0.67228,-1.4229,-4.73E-05,2.62E-08,-1.91E-07
34805,0.6907,-1.4445,-4.80E-05,2.54E-07,-3.11E-07
28890,0.68206,-1.4521,-4.74E-05,2.73E-08,-2.09E-07
28913,0.68337,-1.3543,-4.75E-05,8.21E-08,-3.31E-08
28914,0.68206,-1.3624,-4.75E-05,1.25E-08,-4.21E-08
28936,0.67433,-1.3251,-4.73E-05,4.58E-08,2.39E-09
28950,0.68297,-1.2647,-4.72E-05,7.12E-08,-1.51E-07
34914,0.67228,-1.0642,-4.76E-05,1.52E-08,-1.75E-07
29068,0.67962,-0.19612,-5.00E-05,5.11E-08,-1.21E-06
29074,0.67267,-0.2116,-4.96E-05,2.95E-09,-9.18E-07
29070,0.67298,-0.2182,-4.95E-05,9.53E-09,-8.67E-07
34753,0.66754,-0.21404,-4.96E-05,-8.19E-09,-8.06E-07
34907,0.67228,-0.97449,-4.74E-05,2.33E-08,-5.18E-08
29133,0.67234,-0.30131,-4.84E-05,2.65E-09,-5.07E-07
29130,0.67226,-0.30674,-4.83E-05,6.17E-09,-4.80E-07
34744,0.66726,-0.30357,-4.84E-05,-7.85E-09,-4.51E-07
34746,0.67757,-0.31209,-4.83E-05,2.95E-08,-4.83E-07
26452,0.67349,-2.4869,-5.15E-05,1.55E-08,2.95E-06
35488,0.59133,-2.5425,2.25E-05,1.93E-07,1.30E-05
21045,0.6715,-0.86129,-4.72E-05,1.64E-10,-1.38E-07
29786,0.67835,-0.52798,-4.81E-05,5.87E-08,-5.24E-08
34871,0.67252,-0.52908,-4.80E-05,2.58E-08,-1.10E-07
29787,0.67492,-0.52298,-4.80E-05,0,-9.84E-08
29877,0.59457,-3.27E-02,2.53E-05,7.71E-08,-2.02E-05
29049,0.67686,-1.0093,-4.76E-05,2.34E-08,-1.73E-09
29988,0.68552,-0.98966,-4.80E-05,6.80E-08,-1.10E-08
30000,0.68772,-0.89991,-4.79E-05,7.79E-08,-9.87E-08
29142,0.6911,-0.89263,-4.79E-05,1.01E-07,-7.05E-08
29996,0.67815,-0.91984,-4.76E-05,5.99E-08,-1.20E-07
29033,0.6911,-0.98233,-4.82E-05,1.36E-07,5.14E-08
29952,0.66914,-2.5314,-5.70E-05,9.92E-09,6.59E-06
31957,0.65532,-1.0885,-4.76E-05,-6.86E-08,-1.72E-07
13070,0.59563,-0.45977,1.95E-06,1.40E-08,-5.16E-07
28302,0.59182,-2.5764,2.71E-05,-1.62E-08,2.77E-05
28940,0.6911,-1.5205,-4.76E-05,1.02E-07,-3.19E-07
6691,0.68772,-1.169,-4.77E-05,3.35E-08,-3.88E-07
6727,0.6911,-1.1617,-4.79E-05,1.31E-07,-3.57E-07
5354,0.68221,-0.53139,-4.83E-05,6.89E-08,-6.83E-08
4963,0.67696,-0.5324,-4.81E-05,5.95E-08,-9.38E-08
6112,0.67166,-0.22858,-4.93E-05,-3.53E-09,-7.26E-07
23204,0.66405,-0.64826,-4.79E-05,-7.89E-09,-2.56E-07
7240,0.59728,-0.13716,1.13E-05,9.02E-08,-3.42E-06
28728,0.6911,-1.8793,-4.82E-05,1.77E-07,-2.17E-07
26671,0.6696,-2.5199,-5.50E-05,-3.54E-08,5.05E-06
13021,0.67487,-2.0963,-4.68E-05,4.08E-08,8.05E-08
11657,0.684,-1.9618,-4.73E-05,1.27E-07,-2.72E-07
29356,0.61053,-0.47581,1.76E-06,9.48E-09,-3.72E-07
29359,0.6098,-0.469,1.82E-06,1.24E-08,-3.81E-07
31855,0.65604,-1.8067,-4.73E-05,-6.40E-08,-6.65E-09
6723,0.68274,-1.246,-4.74E-05,9.71E-08,-1.17E-07
6386,0.67825,-1.1074,-4.76E-05,2.64E-08,-2.16E-07
5509,0.68516,-0.54255,-4.85E-05,5.48E-08,-7.59E-08
5895,0.66744,-0.88039,-4.72E-05,-7.15E-09,-1.25E-07
5939,0.67206,-0.28632,-4.86E-05,1.13E-08,-5.12E-07
29111,0.67366,-0.29685,-4.85E-05,1.05E-08,-5.30E-07
5730,0.68158,-0.35248,-4.83E-05,3.88E-08,-3.56E-07
5195,0.67689,-0.35325,-4.81E-05,3.55E-08,-3.52E-07
6029,0.67058,-0.96095,-4.73E-05,1.67E-08,-7.86E-08
6182,0.66744,-0.97007,-4.73E-05,3.75E-09,-7.46E-08
6000,0.67216,-0.1964,-5.00E-05,9.20E-09,-1.02E-06
29060,0.67372,-0.20721,-4.97E-05,1.45E-08,-9.68E-07
29048,0.67512,-0.78809,-4.72E-05,3.36E-08,-1.60E-07
5035,0.67013,-0.78196,-4.72E-05,-3.34E-09,-1.76E-07
29035,0.684,-0.97521,-4.78E-05,1.85E-07,6.55E-09
28978,0.67372,-0.11749,-5.31E-05,2.93E-08,-2.69E-06
28986,0.67888,-1.1515,-4.75E-05,2.70E-08,-2.60E-07
6597,0.68302,-1.156,-4.76E-05,9.15E-08,-3.19E-07
7409,0.67434,-1.4683,-4.73E-05,6.89E-08,-2.05E-07
28873,0.67924,-1.4591,-4.73E-05,8.60E-08,-1.98E-07
6631,0.67736,-1.2596,-4.72E-05,5.08E-08,-1.39E-07
6913,0.67711,-1.3376,-4.74E-05,4.90E-08,-3.70E-08
28934,0.67875,-1.3312,-4.74E-05,4.34E-08,-1.12E-08
28915,0.684,-1.334,-4.77E-05,1.84E-07,-1.94E-08
34933,0.68604,-1.3259,-4.79E-05,2.72E-07,6.57E-08
25918,0.66298,-1.9018,-4.72E-05,4.43E-09,-1.56E-07
7051,0.67284,-1.3631,-4.73E-05,2.21E-08,-5.45E-08
8238,0.67924,-1.3694,-4.74E-05,7.50E-08,-3.88E-08
31932,0.65606,-1.2687,-4.71E-05,-6.57E-08,-1.20E-07
34685,0.70025,-1.4299,-4.92E-05,2.66E-07,-2.15E-07
25628,0.66298,-1.4535,-4.72E-05,-4.81E-10,-1.73E-07
28829,0.67855,-1.6012,-4.69E-05,1.94E-08,-7.60E-08
8931,0.68276,-1.6049,-4.71E-05,1.37E-07,-8.97E-08
28807,0.68784,-1.6106,-4.75E-05,5.14E-08,-1.31E-07
9204,0.67734,-1.7081,-4.70E-05,5.47E-08,3.89E-09
33222,0.58775,-0.49142,1.69E-06,1.40E-08,-5.22E-07
10092,0.59563,-0.48921,1.68E-06,9.06E-09,-4.67E-07
28715,0.68317,-1.8732,-4.78E-05,1.07E-07,-1.58E-07
28565,0.67531,-2.1333,-4.69E-05,5.95E-08,7.99E-08
13019,0.66971,-2.1271,-4.68E-05,1.54E-08,4.06E-08
13389,0.67551,-2.1846,-4.70E-05,5.06E-08,9.52E-08
13368,0.60349,-0.90328,1.66E-07,2.98E-09,-1.94E-07
25992,0.59563,-0.90686,1.69E-07,2.11E-09,-2.03E-07
26225,0.60346,-0.91789,1.47E-07,2.79E-09,-1.91E-07
26262,0.67646,-2.2738,-4.74E-05,6.52E-08,1.67E-07
31830,0.65607,-1.986,-4.68E-05,-6.48E-08,-1.04E-07
28303,0.5927,-2.5608,2.74E-05,3.88E-07,2.02E-05
1617,0.6013,-2.5581,2.89E-05,6.74E-08,1.63E-05
18386,0.59473,-2.5524,2.57E-05,2.05E-07,1.59E-05
1625,0.60043,-2.5737,3.17E-05,9.49E-08,2.46E-05
28301,0.59389,-2.5696,2.86E-05,1.55E-07,2.44E-05
27884,0.61199,-2.2675,3.47E-06,2.71E-08,4.56E-07
7712,0.68297,-1.5149,-4.74E-05,5.28E-08,-2.53E-07
25886,0.67706,-1.906,-4.74E-05,2.61E-08,-1.87E-07
27288,0.60919,-1.9669,7.65E-07,5.28E-09,6.67E-08
27287,0.61028,-1.9613,7.41E-07,5.35E-09,5.89E-08
23193,0.60324,-1.9427,6.80E-07,3.67E-09,6.75E-08
27187,0.59563,-1.8859,5.04E-07,3.02E-09,5.01E-08
