Node Number,X Location (m),Y Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
420065,0.6375,0,-1.823,-1.18E-10,5.33E-11,-7.55E-09
420069,0.6375,0,-1.7931,-1.65E-10,1.37E-10,-9.44E-09
418335,0.63875,0,-1.7707,-8.87E-11,2.29E-10,-1.08E-08
418334,0.63625,0,-1.7707,-1.45E-10,1.12E-10,-1.10E-08
418362,0.63875,0,-1.7109,7.57E-10,6.10E-09,-3.03E-08
418361,0.63625,0,-1.7109,-4.03E-11,3.44E-09,-3.88E-08
420081,0.6375,0,-1.7034,1.28E-10,5.42E-09,-4.19E-08
418389,0.63875,0,-1.6213,9.62E-11,-1.29E-10,-1.18E-08
418388,0.63625,0,-1.6213,1.41E-10,-8.09E-11,-1.20E-08
418417,0.63875,0,-1.5615,7.32E-11,-1.02E-11,-8.15E-09
418416,0.63625,0,-1.5615,1.15E-10,5.44E-12,-8.09E-09
420101,0.6375,0,-1.554,1.31E-10,-2.40E-11,-7.75E-09
418413,0.63875,0,-1.5316,6.08E-11,-4.42E-12,-6.91E-09
418412,0.63625,0,-1.5316,9.55E-11,2.97E-12,-6.86E-09
420105,0.6375,0,-1.5241,1.08E-10,-2.25E-11,-6.62E-09
420109,0.6375,0,-1.4943,9.80E-11,-2.31E-11,-5.59E-09
418444,0.63875,0,-1.4718,4.43E-11,2.32E-12,-5.05E-09
418443,0.63625,0,-1.4718,6.63E-11,1.50E-12,-5.04E-09
418458,0.63875,0,-1.4121,3.23E-11,2.53E-12,-3.76E-09
418457,0.63625,0,-1.4121,4.83E-11,1.68E-12,-3.75E-09
420121,0.6375,0,-1.4046,5.50E-11,-8.99E-12,-3.63E-09
420125,0.6375,0,-1.3747,3.99E-11,1.07E-11,-3.12E-09
192911,0.6375,0,-1.3598,4.08E-11,5.41E-12,-2.88E-09
420124,0.64,0,-1.3598,2.62E-11,-6.60E-13,-2.93E-09
420129,0.6375,0,-1.3448,4.21E-11,1.60E-12,-2.70E-09
421398,0.635,0,-1.3598,5.58E-11,1.29E-11,-2.90E-09
420149,0.6375,0,-1.1954,2.29E-11,-5.20E-12,-1.35E-09
418513,0.63875,0,-1.2626,1.60E-11,2.91E-12,-1.86E-09
418512,0.63625,0,-1.2626,2.51E-11,3.74E-12,-1.85E-09
420141,0.6375,0,-1.2552,2.78E-11,-3.05E-13,-1.79E-09
418509,0.63875,0,-1.2328,1.42E-11,1.38E-12,-1.63E-09
418508,0.63625,0,-1.2328,2.17E-11,1.69E-12,-1.62E-09
420145,0.6375,0,-1.2253,2.42E-11,-2.81E-12,-1.57E-09
420169,0.6375,0,-1.046,1.26E-11,-3.08E-12,-6.46E-10
418566,0.63875,0,-1.1132,9.18E-12,7.27E-13,-9.17E-10
418565,0.63625,0,-1.1132,1.36E-11,1.54E-12,-9.07E-10
420161,0.6375,0,-1.1057,1.53E-11,-7.41E-13,-8.74E-10
418562,0.63875,0,-1.0833,8.22E-12,2.80E-13,-7.94E-10
418561,0.63625,0,-1.0833,1.20E-11,7.21E-13,-7.88E-10
420165,0.6375,0,-1.0759,1.34E-11,-1.87E-12,-7.63E-10
420189,0.6375,0,-0.89655,7.19E-12,-1.97E-12,-2.74E-10
418617,0.63875,0,-0.96379,5.55E-12,-4.53E-14,-4.18E-10
418616,0.63625,0,-0.96379,7.80E-12,6.65E-13,-4.15E-10
420181,0.6375,0,-0.95632,8.66E-12,-8.39E-13,-3.98E-10
418613,0.63875,0,-0.93391,5.28E-12,-3.04E-13,-3.53E-10
418612,0.63625,0,-0.93391,6.94E-12,2.48E-13,-3.50E-10
420185,0.6375,0,-0.92644,7.92E-12,-1.34E-12,-3.36E-10
420209,0.6375,0,-0.74713,4.22E-12,-1.59E-12,-7.72E-11
418657,0.63875,0,-0.81437,3.55E-12,-5.46E-13,-1.53E-10
418656,0.63625,0,-0.81437,4.64E-12,6.07E-15,-1.52E-10
420201,0.6375,0,-0.8069,5.09E-12,-9.76E-13,-1.42E-10
418653,0.63875,0,-0.78448,3.24E-12,-7.54E-13,-1.19E-10
418652,0.63625,0,-0.78448,4.16E-12,-1.22E-13,-1.18E-10
420205,0.6375,0,-0.77701,4.51E-12,-1.22E-12,-1.11E-10
420229,0.6375,0,-0.5977,2.54E-12,-1.11E-12,2.17E-11
418823,0.63875,0,-0.66494,2.45E-12,-7.54E-13,-1.58E-11
418822,0.63625,0,-0.66494,2.88E-12,-2.68E-13,-1.49E-11
420221,0.6375,0,-0.65747,3.10E-12,-9.57E-13,-1.03E-11
418819,0.63875,0,-0.63506,2.35E-12,-9.44E-13,1.44E-12
418818,0.63625,0,-0.63506,2.62E-12,-2.55E-13,1.62E-12
420225,0.6375,0,-0.62759,2.85E-12,-1.08E-12,5.14E-12
420293,0.6375,0,-0.11954,7.08E-13,-1.34E-12,6.38E-11
418906,0.63625,0,-0.12701,5.79E-13,-8.39E-13,6.51E-11
418907,0.63875,0,-0.12701,1.07E-12,-1.34E-12,6.51E-11
418869,0.63625,0,-0.11207,5.05E-13,-1.24E-12,6.27E-11
418868,0.63875,0,-0.11207,9.95E-13,-1.74E-12,6.27E-11
420249,0.6375,0,-0.44828,1.58E-12,-9.70E-13,6.59E-11
418880,0.63875,0,-0.51552,1.83E-12,-9.27E-13,5.01E-11
418879,0.63625,0,-0.51552,1.89E-12,-4.65E-13,5.05E-11
420241,0.6375,0,-0.50805,1.97E-12,-1.02E-12,5.26E-11
418876,0.63875,0,-0.48563,1.74E-12,-1.12E-12,5.76E-11
418875,0.63625,0,-0.48563,1.74E-12,-3.80E-13,5.74E-11
420245,0.6375,0,-0.47816,1.81E-12,-1.07E-12,5.89E-11
420257,0.6375,0,-0.38851,1.41E-12,-1.11E-12,7.38E-11
418921,0.63875,0,-0.33621,1.43E-12,-1.18E-12,7.69E-11
418920,0.63625,0,-0.33621,1.29E-12,-9.10E-13,7.71E-11
420265,0.6375,0,-0.32874,1.31E-12,-1.49E-12,7.73E-11
192969,0.6375,0,-0.31379,1.32E-12,-1.54E-12,7.76E-11
420264,0.64,0,-0.31379,1.46E-12,-1.81E-12,7.74E-11
161615,0.6375,0,-0.28391,1.13E-12,-1.37E-12,7.79E-11
421434,0.635,0,-0.28391,8.51E-13,-1.66E-12,7.79E-11
420269,0.6375,0,-0.29885,1.19E-12,-2.15E-12,7.76E-11
420268,0.64,0,-0.28391,1.37E-12,-1.74E-12,7.76E-11
421433,0.635,0,-0.31379,1.04E-12,-1.83E-12,7.75E-11
418935,0.63625,0,-0.21667,8.31E-13,-4.99E-13,7.47E-11
418938,0.63625,0,-0.23161,9.49E-13,-7.68E-13,7.60E-11
421436,0.635,0,-0.22414,6.01E-13,-3.68E-13,7.55E-11
418936,0.63875,0,-0.21667,1.15E-12,-1.31E-12,7.49E-11
418939,0.63625,0,-0.24655,9.62E-13,-7.89E-13,7.68E-11
418942,0.63625,0,-0.26149,9.97E-13,-9.10E-13,7.75E-11
421435,0.635,0,-0.25402,7.53E-13,-7.58E-13,7.75E-11
418940,0.63875,0,-0.24655,1.24E-12,-1.32E-12,7.66E-11
421440,0.635,0,-0.1046,3.39E-13,-1.06E-12,6.06E-11
418866,0.63625,0,-9.71E-02,6.26E-13,-1.46E-12,5.95E-11
419981,0.6375,0,-2.4805,-4.26E-12,1.25E-12,-1.97E-10
418052,0.63875,0,-2.473,-3.35E-12,3.61E-13,-2.11E-10
418053,0.63625,0,-2.473,-5.47E-12,6.66E-13,-2.07E-10
420017,0.6375,0,-2.1816,-2.10E-11,6.35E-13,-1.29E-09
418090,0.63875,0,-2.1891,-1.43E-11,-1.36E-13,-1.23E-09
418089,0.63625,0,-2.1891,-2.05E-11,-1.46E-12,-1.25E-09
420037,0.6375,0,-2.0322,-4.06E-11,1.56E-12,-2.66E-09
418225,0.63875,0,-2.0397,-2.72E-11,-2.65E-14,-2.53E-09
418224,0.63625,0,-2.0397,-3.94E-11,-2.80E-12,-2.57E-09
418226,0.63875,0,-2.0546,-2.54E-11,-6.98E-13,-2.35E-09
418227,0.63625,0,-2.0546,-3.70E-11,2.35E-12,-2.35E-09
420057,0.6375,0,-1.8828,-8.87E-11,1.21E-11,-5.56E-09
418276,0.63875,0,-1.8902,-5.82E-11,8.50E-12,-5.27E-09
418275,0.63625,0,-1.8902,-8.52E-11,-1.10E-12,-5.35E-09
418277,0.63875,0,-1.9052,-5.33E-11,4.41E-12,-4.86E-09
418278,0.63625,0,-1.9052,-7.76E-11,7.93E-12,-4.87E-09
420077,0.6375,0,-1.7333,-1.76E-10,2.74E-09,-1.90E-08
418331,0.63875,0,-1.7408,-1.47E-10,1.58E-09,-1.53E-08
418330,0.63625,0,-1.7408,-1.21E-10,1.69E-09,-1.72E-08
418359,0.63875,0,-1.696,5.57E-11,-2.44E-09,-3.44E-08
418360,0.63625,0,-1.696,-7.41E-10,-5.10E-09,-4.29E-08
418358,0.63875,0,-1.681,-2.77E-10,-8.67E-09,-2.75E-08
418357,0.63625,0,-1.681,-5.51E-10,-6.86E-09,-2.88E-08
420097,0.6375,0,-1.5839,1.54E-10,-4.80E-11,-9.18E-09
418385,0.63875,0,-1.5914,1.19E-10,-5.19E-11,-9.76E-09
418384,0.63625,0,-1.5914,1.63E-10,-2.26E-11,-9.68E-09
418386,0.63875,0,-1.6063,1.30E-10,-1.14E-10,-1.07E-08
418387,0.63625,0,-1.6063,1.75E-10,-6.64E-11,-1.09E-08
420117,0.6375,0,-1.4345,6.39E-11,-2.84E-12,-4.14E-09
418440,0.63875,0,-1.442,4.98E-11,1.90E-12,-4.35E-09
418439,0.63625,0,-1.442,6.86E-11,5.36E-12,-4.32E-09
418455,0.63875,0,-1.3971,4.04E-11,9.58E-13,-3.51E-09
418456,0.63625,0,-1.3971,5.64E-11,1.08E-13,-3.50E-09
418454,0.63875,0,-1.3822,3.35E-11,7.32E-12,-3.28E-09
418453,0.63625,0,-1.3822,4.82E-11,1.34E-11,-3.23E-09
420137,0.6375,0,-1.2851,3.15E-11,-7.59E-13,-2.05E-09
418481,0.63875,0,-1.2925,2.45E-11,1.93E-12,-2.14E-09
418480,0.63625,0,-1.2925,3.37E-11,3.32E-12,-2.13E-09
418482,0.63875,0,-1.3075,2.54E-11,-9.76E-14,-2.30E-09
418483,0.63625,0,-1.3075,3.50E-11,1.88E-13,-2.31E-09
420157,0.6375,0,-1.1356,1.65E-11,-5.13E-13,-1.01E-09
418535,0.63875,0,-1.1431,1.29E-11,9.16E-13,-1.06E-09
418534,0.63625,0,-1.1431,1.79E-11,1.21E-12,-1.06E-09
418536,0.63875,0,-1.158,1.37E-11,-3.89E-14,-1.14E-09
418537,0.63625,0,-1.158,1.87E-11,-1.91E-13,-1.15E-09
420177,0.6375,0,-0.98621,9.56E-12,-8.94E-13,-4.69E-10
418587,0.63875,0,-0.99368,7.67E-12,-2.69E-13,-4.96E-10
418586,0.63625,0,-0.99368,1.01E-11,3.80E-13,-4.92E-10
418588,0.63875,0,-1.0086,7.91E-12,-5.48E-13,-5.39E-10
418589,0.63625,0,-1.0086,1.05E-11,-3.60E-13,-5.40E-10
420197,0.6375,0,-0.83678,5.58E-12,-1.01E-12,-1.80E-10
418639,0.63875,0,-0.84425,4.65E-12,-6.10E-13,-1.94E-10
418638,0.63625,0,-0.84425,5.82E-12,-9.88E-14,-1.92E-10
418640,0.63875,0,-0.8592,4.80E-12,-7.88E-13,-2.17E-10
418641,0.63625,0,-0.8592,6.10E-12,-3.60E-13,-2.17E-10
420217,0.6375,0,-0.68736,3.37E-12,-1.03E-12,-2.89E-11
418665,0.63875,0,-0.69483,2.98E-12,-9.74E-13,-3.62E-11
418664,0.63625,0,-0.69483,3.46E-12,-4.56E-13,-3.48E-11
418666,0.63875,0,-0.70977,3.07E-12,-1.04E-12,-4.80E-11
418667,0.63625,0,-0.70977,3.67E-12,-5.18E-13,-4.80E-11
419628,0.64,0,-1.49E-02,2.83E-12,1.64E-13,2.88E-11
420303,0.6375,0,-2.99E-02,1.98E-12,-1.86E-12,3.35E-11
163771,0.6375,0,-1.49E-02,1.50E-12,-2.03E-12,2.61E-11
419629,0.6375,0,0,5.01E-13,-4.68E-12,1.40E-11
421048,0.635,0,-1.49E-02,-3.52E-13,-6.71E-12,1.88E-11
420237,0.6375,0,-0.53793,2.11E-12,-9.74E-13,4.43E-11
418831,0.63875,0,-0.5454,2.03E-12,-1.03E-12,4.12E-11
418830,0.63625,0,-0.5454,2.14E-12,-6.50E-13,4.18E-11
418832,0.63875,0,-0.56034,2.12E-12,-1.20E-12,3.57E-11
418833,0.63625,0,-0.56034,2.26E-12,-4.50E-13,3.53E-11
418889,0.63875,0,-0.39598,1.50E-12,-1.25E-12,7.27E-11
418888,0.63625,0,-0.39598,1.36E-12,-7.50E-13,7.31E-11
418890,0.63875,0,-0.41092,1.54E-12,-1.26E-12,7.08E-11
418891,0.63625,0,-0.41092,1.50E-12,-5.88E-13,7.09E-11
420244,0.64,0,-0.46322,1.75E-12,-1.62E-12,6.23E-11
192962,0.6375,0,-0.46322,1.74E-12,-8.78E-13,6.21E-11
420224,0.64,0,-0.61264,2.43E-12,-1.63E-12,1.30E-11
192953,0.6375,0,-0.61264,2.70E-12,-9.40E-13,1.32E-11
420204,0.64,0,-0.76207,3.50E-12,-1.91E-12,-9.51E-11
192944,0.6375,0,-0.76207,4.42E-12,-1.28E-12,-9.39E-11
420184,0.64,0,-0.91149,5.74E-12,-1.93E-12,-3.07E-10
192937,0.6375,0,-0.91149,7.39E-12,-1.38E-12,-3.05E-10
420164,0.64,0,-1.0609,9.08E-12,-2.50E-12,-7.09E-10
192930,0.6375,0,-1.0609,1.29E-11,-2.06E-12,-7.03E-10
420144,0.64,0,-1.2103,1.58E-11,-3.61E-12,-1.47E-09
192918,0.6375,0,-1.2103,2.34E-11,-3.30E-12,-1.46E-09
420104,0.64,0,-1.5092,7.15E-11,-2.94E-11,-6.16E-09
192906,0.6375,0,-1.5092,1.06E-10,-2.20E-11,-6.11E-09
420064,0.64,0,-1.808,-1.08E-10,1.30E-10,-8.40E-09
192889,0.6375,0,-1.808,-1.37E-10,9.83E-11,-8.40E-09
420044,0.64,0,-1.9575,-4.11E-11,1.13E-11,-3.76E-09
192884,0.6375,0,-1.9575,-5.43E-11,9.08E-12,-3.76E-09
420024,0.64,0,-2.1069,-1.93E-11,3.89E-12,-1.84E-09
192875,0.6375,0,-2.1069,-2.72E-11,3.52E-12,-1.83E-09
420004,0.64,0,-2.2563,-1.18E-11,2.77E-12,-8.69E-10
192871,0.6375,0,-2.2563,-1.53E-11,2.38E-12,-8.68E-10
418054,0.63625,0,-2.4282,-6.87E-12,8.57E-13,-3.00E-10
419986,0.6375,0,-2.4207,-5.69E-12,8.90E-13,-3.15E-10
418055,0.63875,0,-2.4282,-3.56E-12,2.63E-13,-2.98E-10
418909,0.63625,0,-0.14195,8.34E-13,-1.40E-12,6.75E-11
418927,0.63625,0,-0.38103,1.36E-12,-5.98E-13,7.45E-11
421425,0.635,0,-0.55287,2.34E-12,-3.94E-13,3.83E-11
418068,0.63875,0,-2.3833,-6.10E-12,2.08E-13,-4.16E-10
418911,0.63875,0,-0.1569,1.35E-12,-5.61E-13,6.95E-11
420289,0.6375,0,-0.14943,1.10E-12,-1.22E-12,6.86E-11
418910,0.63625,0,-0.1569,9.79E-13,-1.30E-12,6.95E-11
418912,0.63875,0,-0.17184,1.20E-12,-1.40E-12,7.12E-11
418913,0.63625,0,-0.17184,9.31E-13,-6.15E-13,7.15E-11
418937,0.63875,0,-0.23161,1.23E-12,-1.30E-12,7.58E-11
418941,0.63875,0,-0.26149,1.24E-12,-1.28E-12,7.71E-11
421368,0.635,0,-2.2563,-1.93E-11,1.76E-12,-8.82E-10
421373,0.635,0,-2.1069,-3.53E-11,5.76E-12,-1.85E-09
421378,0.635,0,-1.9575,-7.11E-11,1.23E-11,-3.79E-09
421383,0.635,0,-1.808,-1.75E-10,6.06E-11,-8.59E-09
421393,0.635,0,-1.5092,1.34E-10,-1.62E-11,-6.05E-09
421403,0.635,0,-1.2103,3.12E-11,-4.40E-12,-1.45E-09
421408,0.635,0,-1.0609,1.69E-11,-2.44E-12,-6.99E-10
421413,0.635,0,-0.91149,9.37E-12,-1.38E-12,-3.03E-10
421418,0.635,0,-0.76207,5.23E-12,-8.99E-13,-9.27E-11
421423,0.635,0,-0.61264,2.95E-12,-5.60E-13,1.38E-11
421428,0.635,0,-0.46322,1.65E-12,-4.22E-13,6.25E-11
418065,0.63625,0,-2.3534,-9.01E-12,-1.57E-12,-5.13E-10
418064,0.63875,0,-2.3534,-5.43E-12,-1.34E-12,-5.04E-10
418078,0.63625,0,-2.3236,-1.00E-11,-1.49E-12,-6.03E-10
418077,0.63875,0,-2.3236,-6.70E-12,-6.78E-13,-6.00E-10
418096,0.63625,0,-2.2339,-1.45E-11,-7.74E-13,-9.92E-10
418095,0.63875,0,-2.2339,-1.05E-11,-1.52E-13,-9.78E-10
418082,0.63625,0,-2.2937,-1.13E-11,-1.75E-12,-7.14E-10
418081,0.63875,0,-2.2937,-7.57E-12,-7.79E-13,-7.12E-10
418106,0.63625,0,-2.1741,-1.84E-11,-3.00E-12,-1.34E-09
418105,0.63875,0,-2.1741,-1.23E-11,-1.68E-12,-1.32E-09
418231,0.63625,0,-2.0845,-3.22E-11,4.57E-12,-2.06E-09
418110,0.63625,0,-2.1443,-2.09E-11,-3.61E-12,-1.54E-09
418109,0.63875,0,-2.1443,-1.38E-11,-1.98E-12,-1.53E-09
418255,0.63625,0,-2.0247,-3.56E-11,-5.76E-12,-2.75E-09
418254,0.63875,0,-2.0247,-2.34E-11,-2.99E-12,-2.72E-09
418282,0.63625,0,-1.9351,-6.56E-11,9.88E-12,-4.24E-09
418259,0.63625,0,-1.9948,-4.10E-11,-6.75E-12,-3.16E-09
418258,0.63875,0,-1.9948,-2.67E-11,-2.97E-12,-3.13E-09
418310,0.63625,0,-1.8753,-7.73E-11,-7.54E-12,-5.78E-09
418309,0.63875,0,-1.8753,-5.03E-11,2.06E-12,-5.70E-09
418337,0.63625,0,-1.7856,-1.29E-10,6.91E-11,-9.94E-09
418336,0.63875,0,-1.7856,-9.07E-11,1.07E-10,-9.75E-09
418306,0.63625,0,-1.8454,-9.20E-11,-5.51E-12,-6.77E-09
418305,0.63875,0,-1.8454,-5.94E-11,9.39E-12,-6.71E-09
418364,0.63625,0,-1.7259,2.19E-10,3.48E-09,-2.40E-08
418363,0.63875,0,-1.7259,1.93E-10,3.37E-09,-2.22E-08
418391,0.63625,0,-1.6362,1.52E-10,-1.24E-10,-1.30E-08
418390,0.63875,0,-1.6362,8.84E-11,-3.14E-10,-1.31E-08
418419,0.63625,0,-1.5764,1.28E-10,2.37E-13,-8.80E-09
418418,0.63875,0,-1.5764,8.36E-11,-2.90E-11,-8.87E-09
418446,0.63625,0,-1.4868,8.04E-11,-7.60E-13,-5.38E-09
418445,0.63875,0,-1.4868,5.22E-11,-6.61E-12,-5.44E-09
418415,0.63625,0,-1.5466,1.11E-10,6.33E-12,-7.42E-09
418414,0.63875,0,-1.5466,6.89E-11,-9.35E-12,-7.48E-09
418460,0.63625,0,-1.427,5.42E-11,6.90E-12,-4.00E-09
418459,0.63875,0,-1.427,3.54E-11,3.44E-12,-4.03E-09
418487,0.63625,0,-1.3374,4.44E-11,4.55E-12,-2.63E-09
418515,0.63625,0,-1.2776,2.70E-11,3.79E-12,-1.98E-09
418514,0.63875,0,-1.2776,1.78E-11,2.40E-12,-1.99E-09
418541,0.63625,0,-1.1879,2.39E-11,-3.15E-12,-1.30E-09
418511,0.63625,0,-1.2477,2.43E-11,3.20E-12,-1.73E-09
418510,0.63875,0,-1.2477,1.52E-11,2.37E-12,-1.74E-09
418568,0.63625,0,-1.1282,1.45E-11,1.40E-12,-9.77E-10
418567,0.63875,0,-1.1282,9.53E-12,1.10E-12,-9.82E-10
418593,0.63625,0,-1.0385,1.31E-11,-1.73E-12,-6.22E-10
418564,0.63625,0,-1.0983,1.33E-11,1.47E-12,-8.42E-10
418563,0.63875,0,-1.0983,8.87E-12,6.57E-13,-8.52E-10
418619,0.63625,0,-0.97874,8.32E-12,6.07E-13,-4.51E-10
418618,0.63875,0,-0.97874,5.93E-12,-4.14E-14,-4.54E-10
418645,0.63625,0,-0.88908,7.35E-12,-9.89E-13,-2.61E-10
418615,0.63625,0,-0.94885,7.61E-12,5.78E-13,-3.80E-10
418614,0.63875,0,-0.94885,5.35E-12,-1.32E-13,-3.83E-10
418659,0.63625,0,-0.82931,4.92E-12,-2.91E-14,-1.70E-10
418658,0.63875,0,-0.82931,3.76E-12,-5.40E-13,-1.72E-10
418671,0.63625,0,-0.73966,4.16E-12,-6.04E-13,-7.07E-11
418655,0.63625,0,-0.79943,4.53E-12,-3.91E-14,-1.33E-10
418654,0.63875,0,-0.79943,3.44E-12,-5.91E-13,-1.35E-10
418825,0.63625,0,-0.67989,3.04E-12,-2.90E-13,-2.40E-11
418824,0.63875,0,-0.67989,2.57E-12,-8.07E-13,-2.53E-11
418837,0.63625,0,-0.59023,2.41E-12,-3.66E-13,2.47E-11
418821,0.63625,0,-0.65,2.82E-12,-2.96E-13,-5.72E-12
418820,0.63875,0,-0.65,2.40E-12,-7.83E-13,-6.62E-12
418882,0.63625,0,-0.53046,1.98E-12,-4.84E-13,4.65E-11
418881,0.63875,0,-0.53046,1.87E-12,-8.65E-13,4.59E-11
421439,0.635,0,-0.13448,4.73E-13,-1.39E-12,6.62E-11
418895,0.63625,0,-0.4408,1.41E-12,-2.57E-13,6.70E-11
418878,0.63625,0,-0.50057,1.85E-12,-4.92E-13,5.46E-11
418877,0.63875,0,-0.50057,1.79E-12,-9.55E-13,5.41E-11
418923,0.63625,0,-0.35115,1.27E-12,-5.96E-13,7.64E-11
418922,0.63875,0,-0.35115,1.44E-12,-1.09E-12,7.61E-11
421438,0.635,0,-0.16437,6.80E-13,-1.27E-12,7.06E-11
421432,0.635,0,-0.34368,1.15E-12,-9.06E-13,7.69E-11
421431,0.635,0,-0.37356,1.21E-12,-6.03E-13,7.53E-11
421430,0.635,0,-0.40345,1.41E-12,-4.52E-13,7.21E-11
421429,0.635,0,-0.43333,1.51E-12,-4.02E-13,6.81E-11
421427,0.635,0,-0.4931,1.92E-12,-4.42E-13,5.59E-11
421426,0.635,0,-0.52299,2.13E-12,-5.74E-13,4.90E-11
421424,0.635,0,-0.58276,2.62E-12,-4.64E-13,2.71E-11
421422,0.635,0,-0.64253,3.32E-12,-4.29E-13,-2.01E-12
421421,0.635,0,-0.67241,3.69E-12,-4.93E-13,-1.84E-11
421420,0.635,0,-0.7023,4.06E-12,-5.77E-13,-4.07E-11
421419,0.635,0,-0.73218,4.65E-12,-9.23E-13,-6.49E-11
421417,0.635,0,-0.79195,5.80E-12,-5.08E-13,-1.25E-10
421416,0.635,0,-0.82184,6.46E-12,-4.60E-13,-1.59E-10
421415,0.635,0,-0.85172,7.02E-12,-7.56E-13,-2.03E-10
421414,0.635,0,-0.88161,8.24E-12,-1.50E-12,-2.50E-10
421412,0.635,0,-0.94138,1.02E-11,-4.59E-13,-3.64E-10
421411,0.635,0,-0.97126,1.14E-11,-1.87E-13,-4.30E-10
421410,0.635,0,-1.0011,1.24E-11,-9.85E-13,-5.13E-10
421409,0.635,0,-1.031,1.47E-11,-2.59E-12,-6.01E-10
421407,0.635,0,-1.0908,1.85E-11,-6.77E-13,-8.11E-10
421406,0.635,0,-1.1207,2.06E-11,-7.37E-14,-9.35E-10
419983,0.64,0,-2.4356,-2.36E-12,5.45E-13,-2.79E-10
421405,0.635,0,-1.1506,2.23E-11,-1.62E-12,-1.10E-09
419980,0.64,0,-2.4655,-2.23E-12,8.70E-13,-2.23E-10
421404,0.635,0,-1.1805,2.69E-11,-4.66E-12,-1.26E-09
421402,0.635,0,-1.2402,3.43E-11,-9.89E-13,-1.67E-09
421401,0.635,0,-1.2701,3.88E-11,5.79E-13,-1.91E-09
421400,0.635,0,-1.3,4.21E-11,-2.50E-12,-2.21E-09
421399,0.635,0,-1.3299,5.02E-11,1.74E-12,-2.55E-09
421397,0.635,0,-1.3897,6.28E-11,3.44E-12,-3.35E-09
421396,0.635,0,-1.4195,7.69E-11,-4.61E-12,-3.87E-09
421395,0.635,0,-1.4494,9.04E-11,-6.07E-12,-4.48E-09
421394,0.635,0,-1.4793,1.12E-10,-1.50E-11,-5.19E-09
421366,0.635,0,-2.3161,-1.56E-11,-3.86E-13,-6.33E-10
421392,0.635,0,-1.5391,1.58E-10,-1.17E-11,-7.13E-09
421391,0.635,0,-1.569,1.86E-10,-1.36E-11,-8.40E-09
421390,0.635,0,-1.5989,2.10E-10,-6.26E-11,-1.04E-08
421365,0.635,0,-2.346,-1.39E-11,-3.56E-13,-5.39E-10
421367,0.635,0,-2.2862,-1.69E-11,3.80E-13,-7.41E-10
421387,0.635,0,-1.6885,-4.78E-10,1.00E-09,-3.63E-08
421386,0.635,0,-1.7184,-4.09E-10,2.81E-09,-3.57E-08
421369,0.635,0,-2.2264,-2.37E-11,3.21E-12,-1.03E-09
421385,0.635,0,-1.7483,-1.93E-10,1.52E-09,-1.63E-08
421370,0.635,0,-2.1966,-2.65E-11,1.71E-12,-1.20E-09
421384,0.635,0,-1.7782,-2.20E-10,1.42E-10,-1.07E-08
421371,0.635,0,-2.1667,-2.90E-11,-9.02E-13,-1.41E-09
421372,0.635,0,-2.1368,-3.16E-11,6.33E-13,-1.59E-09
421382,0.635,0,-1.8379,-1.42E-10,1.32E-11,-7.05E-09
421381,0.635,0,-1.8678,-1.27E-10,3.71E-12,-6.09E-09
421374,0.635,0,-2.077,-4.31E-11,9.12E-12,-2.14E-09
421380,0.635,0,-1.8977,-1.08E-10,1.15E-11,-5.17E-09
421375,0.635,0,-2.0471,-5.04E-11,3.94E-12,-2.48E-09
421379,0.635,0,-1.9276,-8.92E-11,2.02E-11,-4.41E-09
421376,0.635,0,-2.0172,-5.70E-11,-1.61E-12,-2.88E-09
421377,0.635,0,-1.9874,-6.26E-11,1.45E-12,-3.26E-09
420297,0.6375,0,-8.97E-02,1.04E-12,-1.48E-12,5.64E-11
420272,0.64,0,-0.25402,1.28E-12,-1.67E-12,7.69E-11
420260,0.64,0,-0.34368,1.46E-12,-1.67E-12,7.63E-11
420276,0.64,0,-0.22414,1.20E-12,-1.71E-12,7.54E-11
420284,0.64,0,-0.16437,1.32E-12,-1.32E-12,7.03E-11
418908,0.63875,0,-0.14195,1.20E-12,-6.63E-13,6.76E-11
420252,0.64,0,-0.40345,1.59E-12,-1.62E-12,7.15E-11
420256,0.64,0,-0.37356,1.51E-12,-1.59E-12,7.45E-11
420240,0.64,0,-0.4931,1.86E-12,-1.65E-12,5.56E-11
418862,0.63625,0,-6.72E-02,3.51E-13,-9.65E-13,5.03E-11
418865,0.63625,0,-8.22E-02,6.50E-13,-1.40E-12,5.43E-11
421441,0.635,0,-7.47E-02,1.61E-13,-8.40E-13,5.35E-11
418864,0.63875,0,-8.22E-02,1.23E-12,-1.60E-12,5.32E-11
418867,0.63875,0,-9.71E-02,1.20E-12,-1.66E-12,5.85E-11
420292,0.64,0,-0.1046,1.41E-12,-1.76E-12,5.96E-11
420288,0.64,0,-0.13448,1.33E-12,-1.16E-12,6.62E-11
420232,0.64,0,-0.55287,2.09E-12,-1.53E-12,3.82E-11
420236,0.64,0,-0.52299,1.96E-12,-1.42E-12,4.79E-11
420220,0.64,0,-0.64253,2.62E-12,-1.60E-12,-3.10E-12
418863,0.63875,0,-6.72E-02,1.02E-12,-1.58E-12,4.88E-11
420300,0.6375,0,-5.98E-02,5.31E-13,-1.02E-12,4.80E-11
