Node Number,X Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
39727,0.64,-2.0023,-3.69E-12,1.02E-12,-1.62E-10
39717,0.64,-2.3011,-1.62E-12,1.15E-12,2.20E-11
39779,0.64,-0.44828,7.60E-12,-1.63E-12,-6.00E-10
39780,0.64,-0.41839,6.75E-12,-1.12E-12,-5.19E-10
32041,0.6375,-0.43333,8.69E-12,-9.63E-27,-5.58E-10
40055,0.635,-0.41839,1.16E-11,-1.48E-12,-5.20E-10
39774,0.64,-0.5977,1.33E-11,-2.52E-12,-1.23E-09
39775,0.64,-0.56782,1.05E-11,-6.26E-13,-1.08E-09
32019,0.6375,-0.58276,1.56E-11,-1.34E-26,-1.15E-09
40050,0.635,-0.56782,2.19E-11,-1.08E-12,-1.09E-09
39769,0.64,-0.74713,2.64E-11,-6.22E-12,-2.44E-09
39770,0.64,-0.71724,2.16E-11,-1.77E-12,-2.15E-09
32000,0.6375,-0.73218,2.94E-11,1.42E-25,-2.29E-09
40045,0.635,-0.71724,3.95E-11,-4.96E-12,-2.15E-09
39764,0.64,-0.89655,5.31E-11,-9.32E-12,-4.92E-09
39765,0.64,-0.86667,4.43E-11,-3.44E-12,-4.29E-09
31979,0.6375,-0.88161,6.13E-11,1.31E-25,-4.59E-09
40040,0.635,-0.86667,8.23E-11,-1.05E-11,-4.30E-09
39759,0.64,-1.046,1.21E-10,-2.51E-11,-1.08E-08
39760,0.64,-1.0161,1.07E-10,-9.32E-12,-9.24E-09
31960,0.6375,-1.031,1.48E-10,-2.27E-25,-9.98E-09
40035,0.635,-1.0161,2.01E-10,-2.78E-11,-9.26E-09
39754,0.64,-1.1954,-1.20E-10,1.87E-11,-9.70E-09
39755,0.64,-1.1655,-1.29E-10,5.81E-12,-1.12E-08
31938,0.6375,-1.1805,-1.48E-10,8.89E-25,-1.05E-08
40030,0.635,-1.1655,-2.48E-10,5.23E-11,-1.13E-08
39749,0.64,-1.3448,-4.77E-11,-1.06E-12,-4.52E-09
39750,0.64,-1.3149,-6.00E-11,1.52E-12,-5.14E-09
31916,0.6375,-1.3299,-6.37E-11,-1.41E-25,-4.78E-09
40025,0.635,-1.3149,-1.16E-10,1.97E-11,-5.16E-09
39729,0.64,-1.9425,-4.51E-12,1.22E-12,-2.42E-10
39730,0.64,-1.9126,-4.94E-12,9.48E-13,-2.86E-10
31833,0.6375,-1.9276,-5.13E-12,-7.74E-26,-2.63E-10
40005,0.635,-1.9126,-8.36E-12,1.41E-12,-2.87E-10
39724,0.64,-2.092,-2.85E-12,1.07E-12,-7.82E-11
39725,0.64,-2.0621,-3.07E-12,1.14E-12,-1.01E-10
31812,0.6375,-2.077,-3.09E-12,-8.74E-27,-8.90E-11
40000,0.635,-2.0621,-4.65E-12,7.50E-13,-1.01E-10
39771,0.64,-0.68736,1.99E-11,-7.80E-14,-1.86E-09
39766,0.64,-0.83678,3.97E-11,4.73E-13,-3.70E-09
39761,0.64,-0.98621,9.40E-11,8.30E-13,-7.81E-09
39751,0.64,-1.2851,-7.05E-11,2.98E-12,-5.99E-09
39746,0.64,-1.4345,-3.18E-11,1.06E-12,-2.93E-09
39744,0.64,-1.4943,-2.80E-11,5.24E-12,-2.23E-09
39741,0.64,-1.5839,-1.66E-11,8.50E-13,-1.49E-09
39736,0.64,-1.7333,-9.35E-12,8.48E-13,-7.39E-10
39734,0.64,-1.7931,-8.50E-12,2.00E-12,-5.49E-10
39731,0.64,-1.8828,-5.50E-12,9.29E-13,-3.41E-10
39726,0.64,-2.0322,-3.40E-12,1.07E-12,-1.30E-10
39721,0.64,-2.1816,-2.22E-12,1.08E-12,-2.17E-11
39719,0.64,-2.2414,-1.97E-12,1.26E-12,3.96E-12
39720,0.64,-2.2115,-2.02E-12,1.21E-12,-7.23E-12
39737,0.64,-1.7034,-1.02E-11,4.42E-13,-8.45E-10
39745,0.64,-1.4644,-2.64E-11,-1.57E-12,-2.54E-09
39747,0.64,-1.4046,-3.61E-11,-3.62E-13,-3.34E-09
39752,0.64,-1.2552,-7.82E-11,-2.83E-12,-6.97E-09
39709,0.64,-2.5402,-8.05E-13,1.83E-12,3.72E-11
39710,0.64,-2.5103,-1.19E-12,1.95E-12,4.04E-11
39985,0.635,-2.5103,-5.38E-13,3.10E-13,4.02E-11
31744,0.6375,-2.5253,-1.04E-12,7.80E-13,3.90E-11
40064,0.635,-0.14943,3.88E-12,-4.12E-13,-8.48E-11
40063,0.635,-0.17931,4.26E-12,-5.10E-13,-1.10E-10
40062,0.635,-0.2092,5.75E-12,-1.65E-12,-1.41E-10
40060,0.635,-0.26897,6.38E-12,-8.20E-13,-2.22E-10
39735,0.64,-1.7632,-7.65E-12,-3.77E-13,-6.31E-10
39987,0.635,-2.4506,-1.03E-12,1.01E-12,4.08E-11
39712,0.64,-2.4506,-1.34E-12,7.38E-13,4.07E-11
31759,0.6375,-2.4356,-1.19E-12,8.27E-13,4.02E-11
39756,0.64,-1.1356,-8.00E-11,5.43E-12,-1.28E-08
31901,0.6375,-1.4494,-2.92E-11,-5.99E-12,-2.73E-09
40020,0.635,-1.4644,-5.53E-11,8.49E-12,-2.54E-09
31858,0.6375,-1.7483,-8.74E-12,-1.37E-12,-6.86E-10
40010,0.635,-1.7632,-1.56E-11,2.42E-12,-6.33E-10
31795,0.6375,-2.1966,-2.09E-12,3.41E-13,-1.42E-11
39995,0.635,-2.2115,-2.63E-12,4.51E-13,-7.43E-12
39714,0.64,-2.3908,-1.26E-12,1.30E-12,3.76E-11
39984,0.635,-2.5402,-7.19E-13,1.10E-12,3.60E-11
39740,0.64,-1.6138,-1.57E-11,5.32E-13,-1.29E-09
40015,0.635,-1.6138,-2.82E-11,2.45E-12,-1.29E-09
39776,0.64,-0.53793,9.76E-12,1.20E-12,-9.30E-10
39743,0.64,-1.5241,-1.84E-11,1.41E-12,-1.93E-09
39768,0.64,-0.77701,2.89E-11,-1.91E-12,-2.84E-09
39758,0.64,-1.0759,9.41E-11,-2.42E-11,-1.25E-08
39753,0.64,-1.2253,-8.85E-11,7.27E-12,-8.10E-09
39723,0.64,-2.1218,-2.45E-12,1.30E-12,-5.45E-11
39718,0.64,-2.2713,-1.78E-12,1.43E-12,1.44E-11
39728,0.64,-1.9724,-4.11E-12,1.25E-12,-1.96E-10
39733,0.64,-1.823,-6.76E-12,1.21E-12,-4.66E-10
39763,0.64,-0.92644,7.15E-11,-1.67E-12,-5.79E-09
39773,0.64,-0.62759,1.70E-11,-1.06E-12,-1.43E-09
39778,0.64,-0.47816,9.45E-12,-7.78E-13,-7.07E-10
31753,0.6375,-2.4655,-1.11E-12,8.37E-13,4.10E-11
39713,0.64,-2.4207,-1.42E-12,1.08E-12,3.96E-11
31775,0.6375,-2.346,-1.35E-12,3.30E-13,3.15E-11
39991,0.635,-2.331,-1.66E-12,4.02E-13,2.78E-11
31778,0.6375,-2.3161,-1.41E-12,2.89E-13,2.54E-11
39992,0.635,-2.3011,-1.88E-12,3.68E-13,2.11E-11
31783,0.6375,-2.2862,-1.48E-12,2.33E-13,1.80E-11
39993,0.635,-2.2713,-1.96E-12,2.96E-13,1.39E-11
39994,0.635,-2.2414,-2.45E-12,5.24E-13,2.18E-12
31790,0.6375,-2.2264,-1.64E-12,1.29E-13,-1.51E-12
39999,0.635,-2.092,-4.14E-12,9.20E-13,-8.02E-11
31799,0.6375,-2.1667,-1.85E-12,-1.29E-14,-2.91E-11
39997,0.635,-2.1517,-3.34E-12,2.37E-13,-3.93E-11
31803,0.6375,-2.1368,-1.98E-12,-1.47E-13,-4.65E-11
39998,0.635,-2.1218,-3.47E-12,3.76E-13,-5.50E-11
40004,0.635,-1.9425,-7.05E-12,1.52E-12,-2.46E-10
31820,0.6375,-2.0172,-2.61E-12,-5.50E-13,-1.45E-10
40002,0.635,-2.0023,-5.84E-12,5.56E-14,-1.65E-10
31825,0.6375,-1.9874,-2.81E-12,-6.90E-13,-1.80E-10
40003,0.635,-1.9724,-6.03E-12,4.75E-13,-1.96E-10
31840,0.6375,-1.8678,-3.96E-12,-1.45E-12,-3.70E-10
40007,0.635,-1.8529,-1.03E-11,-2.66E-13,-4.08E-10
31845,0.6375,-1.8379,-4.33E-12,-1.70E-12,-4.36E-10
40008,0.635,-1.823,-1.06E-11,7.02E-13,-4.66E-10
40009,0.635,-1.7931,-1.31E-11,1.32E-12,-5.65E-10
31853,0.6375,-1.7782,-5.22E-12,-2.21E-12,-5.90E-10
31863,0.6375,-1.7184,-6.41E-12,-3.09E-12,-7.92E-10
40012,0.635,-1.7034,-1.96E-11,2.75E-12,-8.48E-10
31875,0.6375,-1.6287,-8.70E-12,-4.27E-12,-1.21E-09
31884,0.6375,-1.569,-1.12E-11,-6.21E-12,-1.59E-09
40017,0.635,-1.554,-3.41E-11,-1.72E-12,-1.73E-09
31888,0.6375,-1.5391,-1.25E-11,-7.13E-12,-1.82E-09
40018,0.635,-1.5241,-3.60E-11,2.26E-12,-1.92E-09
40019,0.635,-1.4943,-4.52E-11,4.19E-12,-2.29E-09
31896,0.6375,-1.4793,-1.60E-11,-8.80E-12,-2.38E-09
31904,0.6375,-1.4195,-2.11E-11,-1.28E-11,-3.14E-09
40022,0.635,-1.4046,-7.36E-11,1.09E-11,-3.35E-09
39748,0.64,-1.3747,-2.77E-11,-8.86E-12,-3.82E-09
40023,0.635,-1.3747,-8.09E-11,-3.93E-11,-4.03E-09
40024,0.635,-1.3448,-9.38E-11,-7.75E-12,-4.48E-09
40029,0.635,-1.1954,-2.16E-10,4.94E-11,-9.85E-09
31926,0.6375,-1.2701,-4.71E-11,-3.13E-11,-6.46E-09
40027,0.635,-1.2552,-1.60E-10,-1.06E-11,-7.10E-09
31930,0.6375,-1.2402,-5.65E-11,-3.67E-11,-7.57E-09
40028,0.635,-1.2253,-1.75E-10,1.12E-11,-8.09E-09
40034,0.635,-1.046,2.62E-10,-5.29E-11,-1.06E-08
31947,0.6375,-1.1207,-2.07E-11,-3.27E-12,-1.32E-08
40032,0.635,-1.1057,6.05E-11,2.01E-11,-1.32E-08
31952,0.6375,-1.0908,4.51E-11,3.14E-11,-1.30E-08
40033,0.635,-1.0759,1.70E-10,-1.96E-11,-1.23E-08
40039,0.635,-0.89655,1.14E-10,-2.21E-11,-4.86E-09
31967,0.6375,-0.97126,5.23E-11,3.16E-11,-7.23E-09
40037,0.635,-0.95632,1.50E-10,5.71E-12,-6.60E-09
31972,0.6375,-0.94138,4.36E-11,2.70E-11,-6.18E-09
40038,0.635,-0.92644,1.25E-10,-7.38E-12,-5.71E-09
40044,0.635,-0.74713,5.35E-11,-1.04E-11,-2.42E-09
31988,0.6375,-0.82184,2.28E-11,1.35E-11,-3.46E-09
40042,0.635,-0.8069,6.59E-11,2.14E-12,-3.20E-09
31992,0.6375,-0.79195,1.98E-11,1.16E-11,-3.01E-09
40043,0.635,-0.77701,5.61E-11,-3.85E-12,-2.80E-09
40049,0.635,-0.5977,2.75E-11,-4.95E-12,-1.22E-09
32008,0.6375,-0.67241,1.18E-11,6.55E-12,-1.75E-09
40047,0.635,-0.65747,3.31E-11,1.24E-12,-1.61E-09
32012,0.6375,-0.64253,1.05E-11,5.87E-12,-1.52E-09
40048,0.635,-0.62759,2.88E-11,-1.81E-12,-1.41E-09
39790,0.64,-0.11954,2.44E-12,-1.11E-12,-6.04E-11
40065,0.635,-0.11954,3.62E-12,-6.89E-13,-5.93E-11
32085,0.6375,-0.13448,2.95E-12,1.10E-13,-7.13E-11
32089,0.6375,-0.1046,2.84E-12,-8.45E-14,-5.14E-11
39791,0.64,-8.97E-02,1.73E-12,-1.98E-12,-3.72E-11
40054,0.635,-0.44828,1.51E-11,-2.88E-12,-5.93E-10
32028,0.6375,-0.52299,6.75E-12,3.62E-12,-8.71E-10
40052,0.635,-0.50805,1.78E-11,5.84E-13,-8.01E-10
32033,0.6375,-0.4931,6.04E-12,2.99E-12,-7.53E-10
40053,0.635,-0.47816,1.56E-11,-9.71E-13,-6.97E-10
40056,0.635,-0.38851,1.07E-11,2.12E-14,-4.33E-10
39783,0.64,-0.32874,4.12E-12,7.33E-14,-3.22E-10
32055,0.6375,-0.34368,3.69E-12,1.54E-12,-3.43E-10
40058,0.635,-0.32874,8.20E-12,1.73E-12,-3.10E-10
39784,0.64,-0.29885,4.02E-12,-3.13E-13,-2.62E-10
40059,0.635,-0.29885,8.69E-12,2.14E-12,-2.69E-10
32072,0.6375,-0.22414,3.32E-12,2.06E-13,-1.56E-10
32067,0.6375,-0.25402,3.74E-12,4.53E-13,-1.94E-10
40066,0.635,-8.97E-02,3.04E-12,-1.81E-12,-4.18E-11
39986,0.635,-2.4805,-9.22E-13,1.38E-12,4.11E-11
39711,0.64,-2.4805,-1.37E-12,2.80E-13,4.13E-11
39996,0.635,-2.1816,-2.99E-12,2.97E-13,-2.40E-11
40001,0.635,-2.0322,-5.22E-12,1.57E-13,-1.35E-10
31815,0.6375,-2.0471,-3.20E-12,5.74E-14,-1.15E-10
40006,0.635,-1.8828,-9.15E-12,-6.93E-14,-3.52E-10
31837,0.6375,-1.8977,-5.16E-12,-4.59E-13,-3.13E-10
40011,0.635,-1.7333,-1.64E-11,-6.49E-13,-7.58E-10
31867,0.6375,-1.6885,-1.13E-11,-3.27E-12,-9.19E-10
40016,0.635,-1.5839,-3.01E-11,-1.22E-12,-1.53E-09
31879,0.6375,-1.5989,-1.54E-11,-3.07E-12,-1.39E-09
40021,0.635,-1.4345,-5.93E-11,-3.46E-12,-3.01E-09
31909,0.6375,-1.3897,-3.99E-11,-1.16E-11,-3.62E-09
40026,0.635,-1.2851,-1.34E-10,-8.41E-12,-6.17E-09
31921,0.6375,-1.3,-6.36E-11,-1.59E-11,-5.55E-09
40031,0.635,-1.1356,-1.21E-10,2.59E-11,-1.30E-08
31942,0.6375,-1.1506,-1.21E-10,-2.03E-11,-1.21E-08
40036,0.635,-0.98621,1.74E-10,4.10E-12,-7.70E-09
31964,0.6375,-1.0011,1.16E-10,3.04E-11,-8.55E-09
40041,0.635,-0.83678,7.39E-11,2.15E-12,-3.66E-09
31984,0.6375,-0.85172,4.83E-11,1.31E-11,-4.01E-09
40046,0.635,-0.68736,3.67E-11,9.82E-13,-1.84E-09
32003,0.6375,-0.7023,2.39E-11,6.32E-12,-2.01E-09
39793,0.64,-2.99E-02,1.45E-12,-1.26E-12,-8.99E-12
39673,0.64,0,2.04E-12,5.92E-26,-2.76E-12
40068,0.635,-2.99E-02,2.16E-12,-1.69E-12,-9.28E-12
39949,0.635,0,2.45E-12,-5.73E-13,6.87E-14
40051,0.635,-0.53793,2.10E-11,-1.08E-12,-9.30E-10
32023,0.6375,-0.55287,1.18E-11,2.18E-12,-1.00E-09
32046,0.6375,-0.40345,7.28E-12,1.33E-12,-4.81E-10
39988,0.635,-2.4207,-1.16E-12,7.26E-13,3.95E-11
32080,0.6375,-0.16437,2.47E-12,2.30E-13,-9.70E-11
39789,0.64,-0.14943,2.24E-12,-5.99E-13,-8.62E-11
32094,0.6375,-7.47E-02,2.25E-12,-1.26E-12,-2.91E-11
40067,0.635,-5.98E-02,2.93E-12,-6.39E-13,-2.54E-11
39792,0.64,-5.98E-02,1.94E-12,-6.98E-13,-2.13E-11
31749,0.6375,-2.4954,-1.00E-12,9.67E-13,4.09E-11
39708,0.64,-2.5701,-1.61E-12,1.18E-12,3.13E-11
39983,0.635,-2.5701,-6.55E-13,3.53E-12,2.11E-11
39707,0.64,-2.6,-1.70E-12,-9.77E-26,1.78E-11
39915,0.635,-2.6,1.07E-12,6.73E-12,6.06E-12
31765,0.6375,-2.4057,-1.24E-12,0,3.89E-11
418066,0.63625,-2.3684,-1.40E-12,4.38E-13,3.46E-11
418069,0.63625,-2.3833,-1.33E-12,7.02E-13,3.68E-11
421363,0.635,-2.3759,-1.41E-12,6.69E-13,3.55E-11
419993,0.6375,-2.3609,-1.44E-12,7.31E-13,3.35E-11
418067,0.63875,-2.3684,-1.37E-12,7.65E-13,3.48E-11
420084,0.64,-1.6586,-1.16E-11,9.58E-13,-1.05E-09
420085,0.6375,-1.6736,-1.48E-11,2.93E-12,-9.82E-10
192897,0.6375,-1.6586,-1.66E-11,2.55E-12,-1.06E-09
418925,0.63875,-0.36609,4.72E-12,6.23E-13,-3.92E-10
418924,0.63625,-0.36609,6.97E-12,8.56E-13,-3.88E-10
420261,0.6375,-0.35862,7.65E-12,-5.29E-14,-3.73E-10
421388,0.635,-1.6586,-2.20E-11,4.52E-12,-1.06E-09
420089,0.6375,-1.6437,-1.89E-11,2.55E-12,-1.13E-09
420277,0.6375,-0.23908,4.61E-12,-9.15E-13,-1.75E-10
420248,0.64,-0.43333,7.18E-12,-1.38E-12,-5.60E-10
418894,0.63875,-0.4408,8.15E-12,-8.17E-13,-5.79E-10
418893,0.63875,-0.42586,7.72E-12,-5.62E-13,-5.38E-10
418892,0.63625,-0.42586,1.01E-11,-7.42E-13,-5.39E-10
420253,0.6375,-0.41839,9.16E-12,-1.30E-12,-5.20E-10
420228,0.64,-0.58276,1.19E-11,-1.57E-12,-1.15E-09
418836,0.63875,-0.59023,1.44E-11,-1.26E-12,-1.19E-09
418835,0.63875,-0.57529,1.30E-11,-3.13E-13,-1.12E-09
418834,0.63625,-0.57529,1.87E-11,-5.42E-13,-1.12E-09
420233,0.6375,-0.56782,1.62E-11,-8.55E-13,-1.08E-09
420208,0.64,-0.73218,2.40E-11,-3.99E-12,-2.29E-09
418670,0.63875,-0.73966,2.79E-11,-3.11E-12,-2.37E-09
418669,0.63875,-0.72471,2.55E-11,-8.83E-13,-2.22E-09
418668,0.63625,-0.72471,3.44E-11,-2.48E-12,-2.22E-09
420213,0.6375,-0.71724,3.05E-11,-3.36E-12,-2.15E-09
420188,0.64,-0.88161,4.87E-11,-6.38E-12,-4.61E-09
418644,0.63875,-0.88908,5.72E-11,-4.66E-12,-4.76E-09
418643,0.63875,-0.87414,5.28E-11,-1.72E-12,-4.44E-09
418642,0.63625,-0.87414,7.18E-11,-5.24E-12,-4.45E-09
420193,0.6375,-0.86667,6.33E-11,-6.96E-12,-4.30E-09
420168,0.64,-1.031,1.14E-10,-1.72E-11,-1.00E-08
418592,0.63875,-1.0385,1.34E-10,-1.26E-11,-1.04E-08
418591,0.63875,-1.0236,1.28E-10,-4.66E-12,-9.61E-09
418590,0.63625,-1.0236,1.74E-10,-1.39E-11,-9.62E-09
420173,0.6375,-1.0161,1.54E-10,-1.85E-11,-9.25E-09
420148,0.64,-1.1805,-1.24E-10,1.23E-11,-1.05E-08
418540,0.63875,-1.1879,-1.34E-10,9.37E-12,-1.01E-08
418539,0.63875,-1.173,-1.38E-10,2.90E-12,-1.08E-08
418538,0.63625,-1.173,-1.98E-10,2.62E-11,-1.09E-08
420153,0.6375,-1.1655,-1.88E-10,2.91E-11,-1.13E-08
420128,0.64,-1.3299,-5.38E-11,2.27E-13,-4.83E-09
418486,0.63875,-1.3374,-5.57E-11,-5.32E-13,-4.65E-09
418485,0.63875,-1.3224,-6.18E-11,7.59E-13,-4.96E-09
418484,0.63625,-1.3224,-8.98E-11,9.85E-12,-4.97E-09
420133,0.6375,-1.3149,-8.79E-11,1.06E-11,-5.15E-09
420048,0.64,-1.9276,-4.73E-12,1.08E-12,-2.64E-10
418281,0.63875,-1.9351,-4.82E-12,6.11E-13,-2.53E-10
418280,0.63875,-1.9201,-5.03E-12,4.74E-13,-2.74E-10
418279,0.63625,-1.9201,-6.75E-12,7.06E-13,-2.75E-10
420053,0.6375,-1.9126,-6.65E-12,1.18E-12,-2.86E-10
420028,0.64,-2.077,-2.96E-12,1.10E-12,-8.95E-11
418230,0.63875,-2.0845,-2.97E-12,5.33E-13,-8.36E-11
418229,0.63875,-2.0695,-3.08E-12,5.69E-13,-9.50E-11
418228,0.63625,-2.0695,-3.87E-12,3.75E-13,-9.51E-11
420033,0.6375,-2.0621,-3.86E-12,9.44E-13,-1.01E-10
419977,0.6375,-2.5103,-8.65E-13,1.13E-12,4.03E-11
418041,0.63625,-2.5178,-7.90E-13,5.45E-13,3.96E-11
418042,0.63875,-2.5178,-1.12E-12,1.36E-12,3.97E-11
420285,0.6375,-0.17931,3.60E-12,-1.12E-12,-1.09E-10
420280,0.64,-0.19425,3.32E-12,-1.68E-12,-1.25E-10
152565,0.6375,-0.19425,3.97E-12,-1.07E-12,-1.25E-10
421437,0.635,-0.19425,5.00E-12,-1.08E-12,-1.25E-10
420281,0.6375,-0.2092,4.71E-12,-1.64E-12,-1.41E-10
418926,0.63875,-0.38103,5.16E-12,4.48E-13,-4.23E-10
420273,0.6375,-0.26897,5.13E-12,-1.24E-12,-2.19E-10
419984,0.6375,-2.4506,-1.19E-12,8.77E-13,4.08E-11
418056,0.63875,-2.4431,-1.27E-12,7.83E-13,4.04E-11
418057,0.63625,-2.4431,-1.11E-12,9.21E-13,4.05E-11
418441,0.63875,-1.4569,-2.78E-11,-3.78E-12,-2.64E-09
420113,0.6375,-1.4644,-4.08E-11,3.46E-12,-2.54E-09
418442,0.63625,-1.4569,-4.22E-11,1.25E-12,-2.64E-09
418332,0.63875,-1.7557,-8.20E-12,-8.71E-13,-6.58E-10
420073,0.6375,-1.7632,-1.16E-11,1.02E-12,-6.32E-10
418333,0.63625,-1.7557,-1.22E-11,5.25E-13,-6.60E-10
418091,0.63875,-2.204,-2.05E-12,7.76E-13,-1.07E-11
420013,0.6375,-2.2115,-2.32E-12,8.31E-13,-7.33E-12
418092,0.63625,-2.204,-2.36E-12,3.96E-13,-1.08E-11
418043,0.63875,-2.5328,-9.24E-13,1.31E-12,3.81E-11
419973,0.6375,-2.5402,-7.62E-13,1.47E-12,3.66E-11
418044,0.63625,-2.5328,-8.81E-13,9.43E-13,3.75E-11
421350,0.635,-2.5253,-6.28E-13,7.08E-13,3.81E-11
420093,0.6375,-1.6138,-2.19E-11,1.49E-12,-1.29E-09
419989,0.6375,-2.3908,-1.30E-12,1.12E-12,3.77E-11
418051,0.63875,-2.458,-1.23E-12,7.88E-13,4.09E-11
418050,0.63625,-2.458,-1.07E-12,9.26E-13,4.09E-11
418063,0.63875,-2.3385,-1.43E-12,7.60E-13,3.00E-11
418062,0.63625,-2.3385,-1.51E-12,3.66E-13,2.96E-11
419997,0.6375,-2.331,-1.58E-12,7.96E-13,2.82E-11
418076,0.63875,-2.3086,-1.52E-12,7.18E-13,2.37E-11
418075,0.63625,-2.3086,-1.64E-12,3.28E-13,2.33E-11
420001,0.6375,-2.3011,-1.75E-12,7.57E-13,2.15E-11
418080,0.63875,-2.2787,-1.63E-12,8.30E-13,1.62E-11
418079,0.63625,-2.2787,-1.72E-12,2.64E-13,1.60E-11
420005,0.6375,-2.2713,-1.87E-12,8.61E-13,1.42E-11
420009,0.6375,-2.2414,-2.21E-12,8.92E-13,3.07E-12
418094,0.63875,-2.219,-1.83E-12,6.70E-13,-4.37E-12
418093,0.63625,-2.219,-2.14E-12,2.90E-13,-4.47E-12
420029,0.6375,-2.092,-3.49E-12,9.93E-13,-7.92E-11
418104,0.63875,-2.1592,-2.11E-12,5.13E-13,-3.32E-11
418103,0.63625,-2.1592,-2.59E-12,1.12E-13,-3.42E-11
420021,0.6375,-2.1517,-2.86E-12,6.38E-13,-3.83E-11
418108,0.63875,-2.1293,-2.21E-12,5.74E-13,-5.05E-11
418107,0.63625,-2.1293,-2.72E-12,1.15E-13,-5.07E-11
420025,0.6375,-2.1218,-2.96E-12,8.36E-13,-5.47E-11
420049,0.6375,-1.9425,-5.78E-12,1.37E-12,-2.44E-10
418253,0.63875,-2.0098,-3.15E-12,2.37E-13,-1.54E-10
418252,0.63625,-2.0098,-4.22E-12,-2.47E-13,-1.55E-10
420041,0.6375,-2.0023,-4.77E-12,5.40E-13,-1.64E-10
418257,0.63875,-1.9799,-3.46E-12,2.79E-13,-1.88E-10
418256,0.63625,-1.9799,-4.42E-12,-1.07E-13,-1.88E-10
420045,0.6375,-1.9724,-5.07E-12,8.61E-13,-1.96E-10
418308,0.63875,-1.8603,-5.01E-12,-2.72E-13,-3.86E-10
418307,0.63625,-1.8603,-7.13E-12,-8.60E-13,-3.89E-10
420061,0.6375,-1.8529,-8.18E-12,3.22E-13,-4.05E-10
418304,0.63875,-1.8305,-5.55E-12,-2.48E-13,-4.51E-10
418303,0.63625,-1.8305,-7.49E-12,-5.01E-13,-4.51E-10
420065,0.6375,-1.823,-8.70E-12,9.56E-13,-4.66E-10
420069,0.6375,-1.7931,-1.08E-11,1.66E-12,-5.57E-10
418335,0.63875,-1.7707,-6.43E-12,-1.29E-12,-6.11E-10
418334,0.63625,-1.7707,-1.04E-11,1.02E-13,-6.12E-10
418362,0.63875,-1.7109,-8.33E-12,-1.33E-12,-8.19E-10
418361,0.63625,-1.7109,-1.30E-11,-1.70E-13,-8.20E-10
420081,0.6375,-1.7034,-1.49E-11,1.60E-12,-8.46E-10
418389,0.63875,-1.6213,-1.22E-11,-1.87E-12,-1.25E-09
418388,0.63625,-1.6213,-1.84E-11,-9.08E-13,-1.25E-09
418417,0.63875,-1.5615,-1.49E-11,-2.59E-12,-1.64E-09
418416,0.63625,-1.5615,-2.26E-11,-3.97E-12,-1.66E-09
420101,0.6375,-1.554,-2.64E-11,-3.52E-13,-1.71E-09
418413,0.63875,-1.5316,-1.54E-11,-2.86E-12,-1.87E-09
418412,0.63625,-1.5316,-2.42E-11,-2.44E-12,-1.87E-09
420105,0.6375,-1.5241,-2.72E-11,1.83E-12,-1.93E-09
420109,0.6375,-1.4943,-3.66E-11,4.71E-12,-2.26E-09
418444,0.63875,-1.4718,-2.12E-11,-5.19E-12,-2.46E-09
418443,0.63625,-1.4718,-3.56E-11,-1.56E-13,-2.46E-09
