Node Number,X Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
608790,0.52344,-0.24422,7.88E-12,9.47E-14,3.45E-12
608794,0.52182,-0.23016,7.44E-12,8.48E-14,3.23E-12
611998,0.51258,-0.23969,7.80E-12,8.74E-14,3.67E-12
606418,4.61E-02,-0.16626,7.95E-13,1.16E-13,1.06E-11
606416,4.37E-02,-0.17983,7.74E-13,1.06E-13,1.11E-11
610254,3.01E-02,-0.17766,5.45E-13,1.27E-13,1.10E-11
605855,0.1764,-9.70E-02,2.35E-12,1.13E-13,7.68E-12
609634,0.48129,-2.94E-02,3.17E-12,4.69E-14,2.52E-12
609633,0.49644,-2.84E-02,3.14E-12,4.28E-14,2.28E-12
612807,0.50692,-3.21E-02,3.14E-12,5.10E-14,2.06E-12
609631,0.50047,-4.27E-02,3.34E-12,5.71E-14,2.24E-12
427773,0.43568,-9.38E-03,2.88E-12,4.27E-14,3.06E-12
427772,0.42125,-8.66E-03,2.89E-12,4.59E-14,3.31E-12
613126,0.42794,-1.80E-02,2.96E-12,4.50E-14,3.23E-12
605638,0.21578,-0.22442,4.59E-12,1.69E-13,1.11E-11
606537,0.20461,-0.20958,4.12E-12,1.74E-13,1.07E-11
609748,0.46328,-0.51553,2.25E-11,3.13E-13,1.52E-11
427845,0.23833,-1.28E-02,2.15E-12,5.14E-14,5.52E-12
427831,0.2431,0,2.10E-12,5.68E-14,5.32E-12
427759,0.4433,0,2.83E-12,4.71E-14,2.92E-12
427762,0.44998,-9.38E-03,2.90E-12,4.62E-14,2.83E-12
427823,0.2717,0,2.28E-12,6.18E-14,5.01E-12
606813,8.44E-02,-0.31088,2.71E-12,2.75E-13,1.73E-11
607479,8.42E-02,-0.32567,2.72E-12,2.80E-13,1.82E-11
606815,6.69E-02,-0.31624,2.18E-12,3.02E-13,1.78E-11
609036,0.18929,-0.54321,1.24E-11,5.41E-13,3.66E-11
609034,0.2031,-0.54249,1.33E-11,5.48E-13,3.60E-11
609094,0.1928,-0.56008,1.34E-11,6.22E-13,3.85E-11
429698,1.21E-02,-0.28363,4.77E-13,1.71E-13,1.61E-11
607363,6.04E-02,-0.49592,3.50E-12,4.94E-13,3.37E-11
608509,7.53E-02,-0.47886,4.06E-12,5.80E-13,3.18E-11
607369,7.33E-02,-0.49813,4.19E-12,5.36E-13,3.39E-11
605495,0.10712,-8.12E-02,1.37E-12,7.79E-14,7.77E-12
605496,0.11754,-9.39E-02,1.58E-12,6.02E-14,7.94E-12
606936,0.12456,-7.85E-02,1.58E-12,7.30E-14,7.60E-12
607355,0.25026,-0.45682,1.20E-11,3.35E-13,2.43E-11
609085,0.26156,-0.46924,1.30E-11,3.68E-13,2.46E-11
607353,0.24649,-0.47264,1.26E-11,5.08E-13,2.57E-11
605851,0.17937,-7.00E-02,2.16E-12,8.79E-14,7.04E-12
605856,0.17316,-8.21E-02,2.17E-12,1.08E-13,7.37E-12
607604,0.16483,-6.81E-02,1.98E-12,7.81E-14,7.12E-12
427749,0.4719,0,2.85E-12,4.12E-14,2.48E-12
427763,0.46509,-9.85E-03,2.92E-12,4.78E-14,2.64E-12
427740,0.5005,0,2.80E-12,2.66E-14,2.07E-12
427744,0.50884,-8.89E-03,2.85E-12,2.91E-14,1.99E-12
607164,0.20787,-0.38911,8.08E-12,3.05E-13,2.02E-11
610200,0.19272,-0.38314,7.50E-12,3.04E-13,2.04E-11
606631,0.43829,-0.10718,4.47E-12,8.78E-14,3.87E-12
611596,0.47165,-0.26632,8.59E-12,1.86E-13,5.51E-12
609377,0.48657,-0.26103,8.44E-12,1.76E-13,4.91E-12
609946,0.43523,-2.87E-02,3.10E-12,3.92E-14,3.16E-12
610838,0.44789,-2.78E-02,3.13E-12,4.74E-14,2.98E-12
609943,0.44075,-3.78E-02,3.27E-12,4.48E-14,3.16E-12
606414,5.56E-02,-0.18767,1.05E-12,1.20E-13,1.14E-11
606417,6.56E-02,-0.17863,1.23E-12,1.16E-13,1.09E-11
606496,6.14E-02,-0.19788,1.25E-12,1.42E-13,1.16E-11
606499,4.98E-02,-0.21961,1.09E-12,1.44E-13,1.26E-11
606497,3.85E-02,-0.2135,8.18E-13,1.52E-13,1.24E-11
611173,3.69E-02,-0.2262,8.34E-13,1.50E-13,1.30E-11
608164,6.85E-02,-0.11528,1.05E-12,6.77E-14,8.82E-12
612442,6.73E-02,-0.10503,9.69E-13,7.34E-14,8.58E-12
610708,5.01E-02,-0.3248,1.55E-12,2.65E-13,1.83E-11
611947,0.5147,-2.05E-02,2.92E-12,3.18E-14,1.91E-12
608005,0.51797,-0.12127,4.73E-12,8.27E-14,2.41E-12
610597,3.13E-02,-0.14886,5.15E-13,1.28E-13,1.00E-11
610598,4.48E-02,-0.14085,7.44E-13,1.20E-13,9.69E-12
612211,4.60E-02,-0.15607,7.95E-13,1.29E-13,1.02E-11
427844,0.22225,-1.36E-02,2.01E-12,5.67E-14,5.60E-12
605853,0.20437,-8.47E-02,2.51E-12,1.15E-13,7.10E-12
608753,0.45164,-0.32711,1.09E-11,2.24E-13,7.75E-12
608752,0.45045,-0.34602,1.18E-11,2.30E-13,8.47E-12
609144,0.46594,-0.34018,1.15E-11,2.37E-13,7.55E-12
609010,0.36524,-0.20121,6.17E-12,1.36E-13,7.22E-12
610854,0.37844,-0.19175,6.00E-12,1.14E-13,6.66E-12
428778,0.3291,-0.73917,3.75E-11,1.03E-12,6.08E-11
428779,0.30668,-0.74084,3.55E-11,9.93E-13,6.30E-11
608450,0.31495,-0.72202,3.52E-11,8.85E-13,5.88E-11
429691,1.21E-02,-0.26905,3.99E-13,1.69E-13,1.52E-11
608624,0.15389,-0.17998,2.89E-12,1.13E-13,1.03E-11
608626,0.15393,-0.16846,2.76E-12,1.34E-13,9.91E-12
611578,0.14019,-0.17461,2.60E-12,1.18E-13,1.03E-11
427769,0.4147,0,2.79E-12,4.16E-14,3.29E-12
610169,3.70E-02,-0.4408,1.68E-12,4.77E-13,2.78E-11
608129,0.5275,-6.54E-02,3.65E-12,4.15E-14,1.84E-12
612079,0.53355,-7.88E-02,3.87E-12,4.03E-14,1.82E-12
607946,0.52608,-9.06E-02,4.14E-12,4.72E-14,2.00E-12
607943,0.52231,-0.10614,4.43E-12,6.11E-14,2.20E-12
607602,0.16447,-4.28E-02,1.79E-12,7.56E-14,6.64E-12
607603,0.15583,-5.85E-02,1.80E-12,5.24E-14,6.97E-12
611397,0.14926,-4.54E-02,1.61E-12,6.96E-14,6.81E-12
427732,0.5291,0,2.72E-12,2.41E-14,1.65E-12
606939,0.10011,-6.66E-02,1.21E-12,7.93E-14,7.47E-12
606940,0.10647,-5.61E-02,1.23E-12,8.44E-14,7.22E-12
612133,9.24E-02,-5.69E-02,1.08E-12,7.30E-14,7.26E-12
607952,0.28739,-4.46E-02,2.80E-12,5.69E-14,5.40E-12
607953,0.29945,-5.72E-02,3.03E-12,8.49E-14,5.41E-12
610149,0.28177,-6.17E-02,2.94E-12,9.10E-14,5.68E-12
608713,0.12743,-0.10139,1.75E-12,8.69E-14,8.08E-12
429686,1.01E-02,-0.23908,3.32E-13,1.46E-13,1.38E-11
611172,2.29E-02,-0.2325,5.19E-13,1.44E-13,1.34E-11
606540,0.17409,-0.20518,3.51E-12,1.68E-13,1.10E-11
608625,0.16356,-0.18819,3.11E-12,1.53E-13,1.04E-11
606538,0.17815,-0.19082,3.44E-12,1.43E-13,1.04E-11
607794,0.22685,-0.32182,6.90E-12,2.18E-13,1.55E-11
607792,0.238,-0.30739,6.79E-12,1.57E-13,1.44E-11
612367,0.2256,-0.30521,6.48E-12,2.17E-13,1.47E-11
605244,0.20333,-0.33644,6.65E-12,2.44E-13,1.69E-11
610201,0.20232,-0.35449,7.09E-12,2.50E-13,1.83E-11
608183,0.26889,-0.41766,1.14E-11,2.95E-13,2.03E-11
427850,0.1859,0,1.66E-12,8.22E-14,5.83E-12
608716,0.14681,-8.57E-02,1.89E-12,7.66E-14,7.60E-12
608714,0.1378,-7.61E-02,1.71E-12,5.09E-14,7.45E-12
612024,0.14962,-7.06E-02,1.81E-12,7.22E-14,7.29E-12
605529,0.11701,-0.30077,3.51E-12,1.89E-13,1.63E-11
605532,0.11391,-0.28727,3.25E-12,2.56E-13,1.56E-11
610623,0.12858,-0.29616,3.76E-12,2.20E-13,1.59E-11
605565,0.47471,-0.12026,4.77E-12,7.33E-14,3.21E-12
605566,0.48782,-0.11308,4.60E-12,6.29E-14,2.87E-12
611372,2.15E-02,-0.53501,1.32E-12,6.98E-13,3.88E-11
611373,3.22E-02,-0.54733,2.23E-12,7.17E-13,4.04E-11
611786,3.53E-02,-0.5325,2.37E-12,6.09E-13,3.81E-11
610423,0.27986,-0.33509,8.59E-12,2.70E-13,1.47E-11
610628,0.26983,-0.34651,8.70E-12,2.17E-13,1.58E-11
611997,0.52549,-0.25632,8.27E-12,1.24E-13,3.53E-12
607270,0.24824,-0.27022,6.13E-12,1.87E-13,1.23E-11
606437,0.37429,-0.61213,2.89E-11,7.11E-13,3.33E-11
606434,0.38287,-0.62974,3.12E-11,6.95E-13,3.51E-11
608911,0.36766,-0.62816,3.02E-11,8.44E-13,3.63E-11
608045,0.52276,-0.86409,9.81E-11,1.30E-12,5.91E-11
608050,0.50741,-0.85956,9.20E-11,1.14E-12,6.18E-11
609277,0.52302,-0.84922,9.23E-11,1.33E-12,5.29E-11
607561,0.10329,-0.15417,1.76E-12,1.01E-13,9.79E-12
607560,9.03E-02,-0.14384,1.49E-12,1.13E-13,9.63E-12
610633,0.10657,-0.13841,1.71E-12,9.52E-14,9.25E-12
607600,0.18681,-5.51E-02,2.09E-12,7.30E-14,6.63E-12
607601,0.17907,-4.15E-02,1.91E-12,6.22E-14,6.45E-12
606129,0.45873,-7.03E-02,3.82E-12,5.05E-14,3.14E-12
606125,0.44479,-7.66E-02,3.90E-12,6.47E-14,3.41E-12
606600,0.49092,-5.17E-02,3.55E-12,4.22E-14,2.52E-12
427864,0.16475,-1.48E-02,1.58E-12,8.60E-14,6.19E-12
427863,0.17935,-1.36E-02,1.71E-12,7.26E-14,6.01E-12
607703,0.26512,-0.51051,1.55E-11,4.95E-13,2.91E-11
427895,7.78E-02,-9.46E-03,7.45E-13,5.97E-14,6.51E-12
427894,9.02E-02,-1.16E-02,8.82E-13,3.97E-14,6.48E-12
611573,8.22E-02,-2.11E-02,8.18E-13,4.54E-14,6.62E-12
609557,8.28E-02,-0.61118,6.66E-12,6.68E-13,4.91E-11
605967,0.43309,-0.54793,2.50E-11,3.75E-13,2.05E-11
605963,0.43457,-0.56117,2.63E-11,5.04E-13,2.16E-11
607244,0.44836,-0.55612,2.61E-11,4.17E-13,1.99E-11
429699,1.67E-02,-0.30506,6.24E-13,1.96E-13,1.72E-11
429697,1.90E-02,-0.29396,7.25E-13,1.94E-13,1.66E-11
609814,3.57E-02,-0.30748,1.01E-12,2.21E-13,1.73E-11
606495,3.95E-02,-0.19907,8.00E-13,1.32E-13,1.18E-11
610253,2.66E-02,-0.20566,5.42E-13,1.38E-13,1.22E-11
610874,0.47253,-0.15307,5.45E-12,7.49E-14,3.61E-12
608179,0.2785,-0.40907,1.13E-11,3.00E-13,1.94E-11
610782,0.26923,-0.40153,1.06E-11,2.81E-13,1.91E-11
606915,5.29E-02,-8.38E-02,6.95E-13,7.98E-14,8.04E-12
606919,6.35E-02,-9.48E-02,8.61E-13,8.37E-14,8.35E-12
611512,4.71E-02,-9.13E-02,6.21E-13,7.30E-14,8.31E-12
605585,0.28615,-0.54233,1.80E-11,4.73E-13,3.12E-11
605583,0.2773,-0.5252,1.66E-11,5.00E-13,3.01E-11
607702,0.29249,-0.52543,1.76E-11,5.05E-13,2.91E-11
606022,0.39145,-0.39401,1.33E-11,2.54E-13,1.33E-11
609261,0.40647,-0.39585,1.37E-11,2.50E-13,1.23E-11
606019,0.39602,-0.40921,1.41E-11,1.84E-13,1.36E-11
606498,6.34E-02,-0.21134,1.37E-12,1.75E-13,1.22E-11
608192,8.52E-02,-4.46E-02,9.51E-13,5.99E-14,7.04E-12
608189,8.31E-02,-3.30E-02,8.80E-13,3.35E-14,6.82E-12
611572,9.67E-02,-3.48E-02,1.03E-12,5.18E-14,6.80E-12
607242,0.45263,-0.58121,2.90E-11,5.63E-13,2.16E-11
608727,0.44166,-0.59041,2.98E-11,4.24E-13,2.36E-11
607240,0.43887,-0.57855,2.82E-11,4.07E-13,2.30E-11
608188,5.49E-02,-4.65E-02,6.24E-13,6.44E-14,7.18E-12
608902,4.29E-02,-3.76E-02,4.60E-13,6.45E-14,7.03E-12
608190,5.96E-02,-3.39E-02,6.41E-13,4.17E-14,6.91E-12
427854,0.20795,-1.36E-02,1.89E-12,7.76E-14,5.76E-12
427853,0.19365,-1.36E-02,1.81E-12,7.56E-14,5.93E-12
607212,0.15872,-0.27848,4.32E-12,2.15E-13,1.43E-11
608940,0.14342,-0.27402,3.87E-12,1.93E-13,1.44E-11
607211,0.15555,-0.26534,4.05E-12,1.92E-13,1.37E-11
610635,8.52E-02,-0.1179,1.30E-12,8.86E-14,8.82E-12
606771,0.30031,-0.22144,5.82E-12,1.89E-13,9.23E-12
606772,0.29942,-0.24035,6.28E-12,1.79E-13,9.93E-12
610102,0.53255,-1.1012,9.80E-11,6.67E-12,5.96E-10
608832,0.3079,-0.16608,4.78E-12,1.36E-13,7.45E-12
605078,0.286,-0.2875,7.32E-12,2.09E-13,1.21E-11
605080,0.30209,-0.29673,7.86E-12,2.44E-13,1.20E-11
609339,0.30209,-0.27805,7.31E-12,2.32E-13,1.13E-11
609239,0.38501,-0.56813,2.52E-11,6.04E-13,2.73E-11
606763,0.39745,-0.43625,1.57E-11,3.17E-13,1.51E-11
609262,0.39962,-0.41996,1.48E-11,2.37E-13,1.40E-11
606761,0.40887,-0.42734,1.54E-11,2.61E-13,1.37E-11
605520,0.22517,-0.63721,1.95E-11,8.35E-13,4.89E-11
605517,0.211,-0.62777,1.78E-11,7.64E-13,4.76E-11
608305,0.20402,-0.63933,1.80E-11,9.87E-13,5.02E-11
607564,7.33E-02,-0.15383,1.28E-12,1.20E-13,1.00E-11
610636,7.66E-02,-0.13807,1.23E-12,1.14E-13,9.47E-12
605079,0.27369,-0.29319,7.23E-12,1.92E-13,1.27E-11
609337,0.27369,-0.27451,6.68E-12,1.80E-13,1.19E-11
605083,0.27295,-0.30653,7.56E-12,2.41E-13,1.33E-11
610634,0.10671,-0.11981,1.58E-12,1.13E-13,8.74E-12
607764,0.51444,-0.39349,1.44E-11,2.63E-13,6.53E-12
429637,0,-4.37E-02,8.18E-14,6.99E-14,7.26E-12
427860,0.1573,0,1.45E-12,7.67E-14,6.01E-12
612647,3.42E-02,-0.23862,7.93E-13,1.35E-13,1.37E-11
606082,0.28619,-0.21066,5.43E-12,1.70E-13,9.17E-12
608163,7.68E-02,-0.12547,1.20E-12,8.65E-14,9.09E-12
609763,0.4681,-0.65284,3.84E-11,6.60E-13,2.74E-11
611249,0.46976,-0.66578,4.05E-11,7.25E-13,2.85E-11
429715,1.53E-02,-0.38467,8.12E-13,3.11E-13,2.31E-11
429716,1.38E-02,-0.37182,6.62E-13,3.49E-13,2.20E-11
607377,0.51945,-0.19426,6.52E-12,9.30E-14,2.96E-12
605753,0.26356,-6.28E-02,2.83E-12,6.86E-14,5.98E-12
605755,0.27562,-7.55E-02,3.06E-12,9.66E-14,5.99E-12
427873,0.15045,-1.48E-02,1.47E-12,8.35E-14,6.30E-12
427872,0.13366,-1.60E-02,1.31E-12,5.84E-14,6.39E-12
609777,0.1411,-3.08E-02,1.44E-12,6.76E-14,6.57E-12
429661,1.50E-02,-0.12513,2.96E-13,1.05E-13,9.30E-12
607471,0.11952,-0.23059,2.71E-12,1.77E-13,1.27E-11
612016,0.12003,-0.24902,2.88E-12,2.33E-13,1.36E-11
607470,0.1085,-0.24173,2.58E-12,2.20E-13,1.33E-11
606582,8.18E-02,-0.59154,6.43E-12,7.34E-13,4.59E-11
608499,4.44E-02,-0.24447,1.08E-12,2.04E-13,1.39E-11
608498,3.04E-02,-0.25077,7.61E-13,1.98E-13,1.43E-11
610383,0.46833,-0.30236,9.88E-12,2.00E-13,6.39E-12
606818,5.02E-02,-0.31001,1.54E-12,2.59E-13,1.74E-11
609641,0.19959,-0.44408,9.62E-12,3.56E-13,2.50E-11
609642,0.21085,-0.45012,1.02E-11,3.92E-13,2.52E-11
612184,0.20957,-0.43341,9.54E-12,3.54E-13,2.37E-11
611954,5.87E-02,-2.20E-02,5.79E-13,5.36E-14,6.71E-12
608193,7.07E-02,-3.09E-02,7.43E-13,5.35E-14,6.86E-12
429734,2.13E-02,-0.46054,1.23E-12,4.27E-13,2.98E-11
605077,0.30163,-0.31358,8.43E-12,2.18E-13,1.28E-11
608815,0.31772,-0.30413,8.42E-12,2.42E-13,1.20E-11
605385,0.10903,-0.39218,4.41E-12,3.99E-13,2.27E-11
606023,0.37568,-0.39671,1.30E-11,2.78E-13,1.42E-11
606021,0.36283,-0.40636,1.34E-11,1.97E-13,1.54E-11
610660,0.3575,-0.3957,1.26E-11,2.87E-13,1.50E-11
606192,0.48931,-1.1535,-1.18E-10,-3.17E-12,3.14E-10
609137,0.4737,-1.1655,-9.76E-11,-2.29E-12,2.73E-10
606759,0.41855,-0.45225,1.71E-11,3.42E-13,1.47E-11
608771,0.30793,-0.56055,2.06E-11,5.94E-13,3.22E-11
608772,0.30068,-0.57168,2.09E-11,6.54E-13,3.41E-11
611140,0.29409,-0.55369,1.94E-11,5.39E-13,3.22E-11
429710,1.38E-02,-0.35725,6.41E-13,3.40E-13,2.08E-11
607071,0.16368,-0.5942,1.27E-11,6.40E-13,4.45E-11
609160,0.14968,-0.58511,1.12E-11,6.00E-13,4.36E-11
607072,0.1639,-0.58061,1.23E-11,5.76E-13,4.26E-11
429660,1.55E-02,-0.11183,2.74E-13,9.69E-14,8.89E-12
427869,0.1287,0,1.22E-12,7.02E-14,6.22E-12
606839,0.15327,-0.36339,5.67E-12,3.77E-13,1.98E-11
427880,0.1001,0,9.56E-13,6.01E-14,6.34E-12
427884,0.10449,-1.16E-02,1.03E-12,4.58E-14,6.45E-12
609391,3.05E-02,-0.12035,4.41E-13,1.11E-13,9.12E-12
429709,1.59E-02,-0.3458,6.37E-13,2.51E-13,1.99E-11
609115,2.96E-02,-0.3532,9.65E-13,2.81E-13,2.03E-11
611739,6.18E-02,-0.22404,1.39E-12,1.73E-13,1.29E-11
609114,3.26E-02,-0.33016,9.34E-13,2.07E-13,1.86E-11
429680,1.28E-02,-0.21208,3.79E-13,1.59E-13,1.25E-11
429705,1.67E-02,-0.31963,5.82E-13,1.93E-13,1.82E-11
429704,1.59E-02,-0.33122,6.08E-13,1.78E-13,1.89E-11
607923,0.13081,-0.53204,8.38E-12,5.05E-13,3.66E-11
607924,0.11649,-0.53093,7.53E-12,5.25E-13,3.68E-11
611313,0.12405,-0.54366,8.34E-12,5.59E-13,3.84E-11
608023,0.45575,-0.41785,1.54E-11,3.24E-13,1.10E-11
429666,1.50E-02,-0.1397,2.87E-13,1.08E-13,9.76E-12
429667,1.62E-02,-0.15493,3.39E-13,1.17E-13,1.03E-11
607172,7.46E-02,-0.44895,3.82E-12,4.38E-13,2.81E-11
605406,0.39861,-0.27786,8.67E-12,2.02E-13,8.34E-12
605407,0.4147,-0.2885,9.20E-12,1.88E-13,8.11E-12
609454,0.39861,-0.29842,9.33E-12,2.33E-13,8.94E-12
609392,3.37E-02,-9.37E-02,4.37E-13,8.59E-14,8.36E-12
606983,0.15293,-0.49692,8.75E-12,4.94E-13,3.20E-11
606986,0.1639,-0.49015,9.17E-12,4.69E-13,3.09E-11
429676,0,-0.21865,1.93E-13,1.62E-13,1.28E-11
606728,4.51E-02,-0.37818,1.81E-12,3.22E-13,2.23E-11
608878,4.60E-02,-0.39733,1.96E-12,3.80E-13,2.38E-11
429701,0,-0.33527,2.84E-13,2.36E-13,1.94E-11
429692,1.01E-02,-0.25366,3.30E-13,1.47E-13,1.45E-11
612503,2.22E-02,-0.26032,5.46E-13,1.51E-13,1.48E-11
606166,0.49034,-1.0024,1.45E-10,2.00E-12,1.84E-10
608047,0.52276,-0.87869,1.05E-10,1.05E-12,6.32E-11
606955,0.41286,-0.21129,6.70E-12,1.37E-13,6.12E-12
609510,0.40801,-0.22507,7.04E-12,1.58E-13,6.57E-12
606918,6.48E-02,-7.64E-02,8.26E-13,9.86E-14,7.86E-12
611511,4.84E-02,-7.30E-02,5.87E-13,8.79E-14,7.82E-12
606929,0.2317,-0.55951,1.59E-11,6.29E-13,3.64E-11
606927,0.24628,-0.55688,1.67E-11,5.46E-13,3.52E-11
611011,0.24425,-0.57318,1.74E-11,6.36E-13,3.75E-11
607174,5.22E-02,-0.44711,2.49E-12,4.54E-13,2.84E-11
607173,4.67E-02,-0.43329,2.24E-12,5.13E-13,2.69E-11
606419,5.97E-02,-0.15824,1.02E-12,1.08E-13,1.03E-11
605132,0.15922,-0.55417,1.08E-11,5.37E-13,3.89E-11
609879,0.14413,-0.55814,1.00E-11,5.37E-13,3.99E-11
605133,0.15345,-0.54079,9.95E-12,5.38E-13,3.72E-11
608191,7.88E-02,-5.52E-02,9.33E-13,5.47E-14,7.29E-12
612134,7.32E-02,-6.65E-02,8.90E-13,8.73E-14,7.57E-12
608194,6.59E-02,-5.42E-02,7.61E-13,7.42E-14,7.35E-12
429653,1.55E-02,-9.73E-02,2.69E-13,9.69E-14,8.44E-12
429682,0,-0.24781,1.85E-13,1.64E-13,1.42E-11
429672,1.38E-02,-0.18308,3.49E-13,1.51E-13,1.12E-11
429669,0,-0.1895,1.86E-13,1.73E-13,1.15E-11
429657,0,-0.13119,1.20E-13,9.38E-14,9.53E-12
429688,0,-0.27696,2.61E-13,1.67E-13,1.57E-11
428755,0.27708,-0.758,3.20E-11,1.21E-12,6.86E-11
427891,7.15E-02,0,6.61E-13,5.53E-14,6.42E-12
427905,6.35E-02,-9.46E-03,5.97E-13,6.10E-14,6.56E-12
606751,0.10808,-0.723,1.10E-11,9.76E-13,6.93E-11
606752,0.11267,-0.71009,1.18E-11,9.46E-13,6.67E-11
611477,9.97E-02,-0.71284,1.00E-11,8.44E-13,6.72E-11
429650,0,-0.10204,1.24E-13,9.11E-14,8.62E-12
429706,0,-0.36442,3.33E-13,3.19E-13,2.16E-11
605966,0.40563,-0.55422,2.48E-11,5.44E-13,2.37E-11
609253,0.39561,-0.54124,2.32E-11,4.90E-13,2.34E-11
605965,0.40928,-0.54001,2.37E-11,4.08E-13,2.19E-11
606733,4.36E-02,-0.36534,1.66E-12,3.60E-13,2.12E-11
611953,3.58E-02,-2.61E-02,3.53E-13,6.21E-14,6.81E-12
607171,6.16E-02,-0.42196,2.85E-12,4.78E-13,2.58E-11
609865,4.64E-02,-0.41565,2.04E-12,5.01E-13,2.53E-11
429728,1.57E-02,-0.43214,9.07E-13,4.08E-13,2.70E-11
606383,0.13453,-0.14488,2.19E-12,1.07E-13,9.23E-12
429735,1.49E-02,-0.4749,1.08E-12,4.91E-13,3.14E-11
607825,0.34726,-0.47432,1.67E-11,3.87E-13,2.07E-11
429663,0,-0.16035,1.43E-13,1.41E-13,1.04E-11
429673,1.62E-02,-0.16951,3.70E-13,1.61E-13,1.07E-11
605670,0.26118,-0.3736,9.32E-12,2.89E-13,1.78E-11
607074,0.16887,-0.60661,1.37E-11,6.47E-13,4.66E-11
607069,0.18387,-0.6098,1.51E-11,7.66E-13,4.62E-11
608304,0.17485,-0.62671,1.49E-11,7.97E-13,4.94E-11
610908,0.16187,-9.51E-02,2.17E-12,1.04E-13,7.76E-12
611005,3.62E-02,-0.46898,1.78E-12,4.81E-13,3.09E-11
605700,0.50378,-0.2449,7.92E-12,9.78E-14,4.00E-12
607733,0.12618,-0.70393,1.28E-11,7.02E-13,6.47E-11
607732,0.1455,-0.69337,1.40E-11,7.67E-13,6.21E-11
611483,0.12361,-0.68938,1.21E-11,8.78E-13,6.21E-11
610627,0.27571,-0.37749,9.96E-12,2.72E-13,1.74E-11
605671,0.26431,-0.38905,9.96E-12,3.04E-13,1.84E-11
606620,0.45522,-0.30767,1.01E-11,1.96E-13,7.04E-12
606749,0.13457,-0.71408,1.37E-11,8.35E-13,6.68E-11
608497,3.24E-02,-0.26617,8.30E-13,2.20E-13,1.50E-11
427904,5.24E-02,-1.25E-02,4.95E-13,4.92E-14,6.62E-12
608117,0.4368,-0.51409,2.23E-11,4.31E-13,1.77E-11
608116,0.44318,-0.5038,2.14E-11,3.26E-13,1.66E-11
611643,0.45231,-0.51142,2.22E-11,3.43E-13,1.61E-11
608729,0.41522,-0.59096,2.84E-11,4.03E-13,2.63E-11
608728,0.42264,-0.60136,3.03E-11,4.89E-13,2.70E-11
612178,0.40997,-0.60457,2.97E-11,6.23E-13,2.83E-11
427900,4.29E-02,0,4.06E-13,2.83E-14,6.47E-12
427911,3.81E-02,-1.25E-02,3.88E-13,2.09E-14,6.62E-12
429645,1.91E-02,-5.42E-02,2.84E-13,7.58E-14,7.39E-12
429647,1.19E-02,-4.27E-02,1.77E-13,7.34E-14,7.16E-12
613257,0.45747,-1.92E-02,2.98E-12,4.34E-14,2.77E-12
607365,4.41E-02,-0.49926,2.64E-12,4.98E-13,3.42E-11
607366,4.16E-02,-0.51769,2.55E-12,5.21E-13,3.62E-11
611227,2.72E-02,-0.50176,1.55E-12,5.68E-13,3.45E-11
606807,0.48831,-0.18129,6.18E-12,7.81E-14,3.66E-12
606804,0.50227,-0.18986,6.42E-12,8.86E-14,3.41E-12
607378,0.49961,-0.17186,5.93E-12,7.42E-14,3.24E-12
427912,2.62E-02,-1.36E-02,2.64E-13,4.12E-14,6.65E-12
429640,1.19E-02,-2.81E-02,1.33E-13,7.90E-14,6.94E-12
605840,0.33562,-0.67341,3.24E-11,1.01E-12,4.70E-11
608704,0.32932,-0.65613,2.99E-11,8.87E-13,4.50E-11
605838,0.34759,-0.66232,3.22E-11,1.03E-12,4.40E-11
605586,0.25878,-0.52742,1.59E-11,4.63E-13,3.12E-11
607213,0.1889,-0.26867,4.89E-12,1.88E-13,1.34E-11
607214,0.18009,-0.27924,4.93E-12,2.29E-13,1.42E-11
611779,0.19814,-0.27811,5.32E-12,2.02E-13,1.39E-11
606157,0.48766,-1.0905,5.83E-11,1.03E-12,3.63E-10
608743,0.2121,-0.40633,8.85E-12,3.02E-13,2.14E-11
607904,8.81E-02,-0.62111,7.38E-12,6.02E-13,5.11E-11
607905,9.79E-02,-0.63005,8.66E-12,7.01E-13,5.28E-11
609556,8.21E-02,-0.632,7.09E-12,7.90E-13,5.27E-11
605221,0.31666,-0.44393,1.40E-11,3.95E-13,2.03E-11
607826,0.33137,-0.44772,1.46E-11,3.13E-13,1.97E-11
427723,1.43E-02,0,1.96E-13,3.58E-14,6.52E-12
427729,1.19E-02,-1.36E-02,1.61E-13,7.70E-14,6.71E-12
606024,0.3846,-0.41812,1.44E-11,2.41E-13,1.49E-11
429646,1.82E-02,-6.93E-02,2.91E-13,6.67E-14,7.74E-12
608901,3.73E-02,-6.52E-02,4.49E-13,7.82E-14,7.65E-12
429719,0,-0.42273,3.69E-13,2.61E-13,2.63E-11
429723,1.57E-02,-0.41757,8.91E-13,3.89E-13,2.56E-11
427725,0,-1.46E-02,6.50E-14,7.36E-14,6.81E-12
429712,0,-0.39358,3.54E-13,2.85E-13,2.39E-11
608744,0.2376,-0.42333,1.03E-11,3.17E-13,2.19E-11
611590,0.23431,-0.43658,1.06E-11,3.60E-13,2.31E-11
608746,0.22412,-0.4262,9.85E-12,3.47E-13,2.27E-11
607170,6.22E-02,-0.45813,3.21E-12,5.14E-13,2.95E-11
