Node Number,X Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
43590,0.68848,-0.12933,7.13E-12,2.58E-15,4.31E-13
34912,0.68604,-1.0568,6.79E-12,-1.94E-14,6.34E-14
29032,0.67885,-1.0622,6.77E-12,1.49E-15,7.19E-14
35415,0.67916,-0.959,6.68E-12,2.15E-15,5.73E-14
29099,0.67576,-0.96731,6.70E-12,1.20E-15,5.83E-14
34905,0.68665,-0.97022,6.71E-12,-1.84E-14,4.77E-14
29101,0.67906,-0.97225,6.70E-12,-3.35E-16,5.34E-14
34947,0.68604,-1.5053,6.91E-12,-4.39E-15,6.64E-14
41052,0.577,-2.27,-5.45E-10,-5.85E-11,-6.07E-10
39780,0.64,-0.41839,6.72E-12,4.31E-14,5.78E-14
32594,0.62172,-2.2825,-2.06E-10,-1.17E-12,-8.89E-11
39992,0.635,-2.3011,-2.61E-10,-3.56E-12,-1.84E-11
31754,0.65344,-2.4764,7.70E-12,1.69E-14,-7.30E-13
39711,0.64,-2.4805,7.95E-12,4.84E-14,-5.06E-13
32877,0.61787,-0.63598,2.86E-13,2.05E-15,1.07E-13
32081,0.66018,-0.1794,6.99E-12,2.12E-14,1.36E-13
39788,0.64,-0.17931,7.09E-12,7.46E-14,7.64E-14
1585,0.66869,-2.5949,1.03E-11,6.76E-13,-1.68E-11
1584,0.6613,-2.5937,1.30E-11,7.02E-13,-1.93E-11
18592,0.67578,-2.5899,8.64E-12,2.94E-13,-1.33E-11
40461,0.572,-0.57421,1.47E-13,2.03E-15,1.85E-13
33159,0.58224,-0.55725,1.21E-13,8.70E-16,1.65E-13
41580,0.577,-0.545,9.71E-14,1.87E-16,1.75E-13
40443,0.572,-0.545,1.16E-13,0,1.95E-13
41579,0.577,-0.525,5.14E-14,2.61E-16,1.67E-13
33392,0.58714,-0.54321,8.58E-14,7.25E-16,1.59E-13
43338,0.68898,-0.3322,6.61E-12,-2.20E-14,9.07E-14
43603,0.69013,-0.31038,6.64E-12,-1.42E-14,1.04E-13
43604,0.71333,-0.32209,6.77E-12,-7.29E-14,1.27E-13
41581,0.577,-1.1,2.52E-12,3.48E-14,5.79E-13
33393,0.58839,-1.0864,2.39E-12,7.18E-15,4.79E-13
40444,0.572,-1.0708,2.31E-12,3.75E-14,5.47E-13
33119,0.58889,-1.0741,2.29E-12,1.88E-14,4.73E-13
40320,0.572,-1.1,2.47E-12,-3.91E-26,6.68E-13
43318,0.72489,-0.94485,7.05E-12,-1.64E-13,3.91E-14
43255,0.69722,-0.95407,6.73E-12,-3.37E-14,5.69E-14
42913,0.72089,-0.9796,7.00E-12,-1.03E-13,2.04E-14
40751,0.572,-2.327,-3.39E-10,-2.52E-12,9.79E-11
41503,0.577,-1.675,2.34E-11,3.91E-13,4.81E-12
40654,0.572,-2.27,-1.11E-09,5.29E-12,1.18E-10
40752,0.572,-2.2985,-6.76E-10,-2.57E-11,3.29E-11
40384,0.572,-1.675,2.28E-11,2.96E-13,5.58E-12
40406,0.572,-1.6458,2.12E-11,4.40E-13,4.55E-12
40652,0.572,-1.7242,2.82E-11,6.01E-13,6.25E-12
40572,0.572,-1.695,2.66E-11,1.78E-13,5.97E-12
40636,0.572,-2.1916,3.51E-10,8.95E-12,1.00E-10
40649,0.572,-1.8118,4.17E-11,6.86E-13,9.16E-12
40648,0.572,-1.8411,4.71E-11,9.45E-13,1.05E-11
43049,0.70502,-0.91876,6.81E-12,-4.19E-14,5.58E-14
43640,0.72963,-0.91742,7.10E-12,-1.23E-13,7.36E-14
40745,0.5434,-2.498,-9.84E-11,-1.69E-12,4.46E-11
43186,0.55867,-2.5269,-9.03E-11,-6.46E-13,3.22E-11
40647,0.572,-1.8703,5.36E-11,7.57E-13,1.25E-11
33135,0.58775,-0.84433,9.17E-13,8.75E-15,2.62E-13
40452,0.572,-0.83711,8.87E-13,9.48E-15,2.86E-13
33133,0.58775,-0.85893,9.68E-13,3.48E-15,2.72E-13
40451,0.572,-0.86632,1.01E-12,1.36E-14,3.07E-13
43710,0.72992,-2.3516,6.42E-12,-9.25E-14,-7.46E-13
42928,0.7207,-2.3247,6.42E-12,-4.60E-14,-7.57E-13
43065,0.70743,-2.3521,6.25E-12,-2.98E-14,-8.25E-13
40450,0.572,-0.89553,1.13E-12,1.04E-14,3.29E-13
33134,0.58775,-0.87371,1.03E-12,8.18E-15,2.80E-13
33132,0.58775,-0.88831,1.08E-12,9.96E-15,2.90E-13
34687,0.70025,-1.6093,6.99E-12,-4.22E-14,2.78E-14
42920,0.72071,-1.6069,7.24E-12,-1.30E-13,4.44E-14
43057,0.7053,-1.6364,7.02E-12,-5.29E-14,1.24E-14
43585,0.71333,-5.29E-02,7.24E-12,-8.48E-14,1.57E-12
43347,0.68891,-5.98E-02,7.71E-12,-1.42E-14,1.34E-12
43046,0.70474,-0.65035,6.79E-12,-4.47E-14,8.28E-14
43626,0.73017,-0.64815,7.08E-12,-1.12E-13,8.92E-14
43324,0.7297,-0.67408,7.11E-12,-1.51E-13,1.14E-13
43677,0.72993,-1.6337,7.29E-12,-1.12E-13,-1.73E-14
42994,0.74667,-1.6217,7.66E-12,-2.00E-13,-1.73E-14
43685,0.72992,-1.8132,7.58E-12,-1.64E-13,-8.33E-14
43440,0.70195,-2.5976,3.03E-12,4.60E-14,-8.41E-12
34705,0.68654,-2.5859,6.31E-12,4.07E-13,-1.03E-11
43156,0.69602,-2.5655,7.64E-12,1.22E-13,-7.01E-12
40650,0.572,-1.7826,3.68E-11,6.25E-13,7.90E-12
42929,0.72127,-2.4143,6.28E-12,-3.15E-14,-1.05E-12
43713,0.74325,-2.4047,6.43E-12,-1.29E-13,-9.68E-13
42983,0.74667,-2.4294,6.36E-12,-9.00E-14,-1.16E-12
33301,0.58775,-2.2112,4.64E-10,4.98E-12,4.87E-11
40635,0.572,-2.2208,7.68E-10,1.98E-11,3.84E-11
43748,0.69649,-2.5356,7.96E-12,7.30E-14,-3.94E-12
42930,0.72,-2.5046,6.31E-12,-3.85E-14,-2.42E-12
43568,0.7,-2.514,7.14E-12,5.52E-14,-2.80E-12
42952,0.71905,-2.5391,6.08E-12,-1.05E-14,-4.16E-12
34693,0.70025,-2.1475,7.01E-12,1.60E-16,-4.24E-13
42926,0.72123,-2.1451,7.09E-12,-8.50E-14,-4.31E-13
43063,0.70553,-2.1747,7.03E-12,-6.53E-15,-5.60E-13
34690,0.70025,-1.8784,7.14E-12,-4.33E-14,-8.92E-14
42923,0.72166,-1.8766,7.41E-12,-1.16E-13,-7.05E-14
43060,0.70503,-1.9056,7.15E-12,-4.35E-14,-9.44E-14
34686,0.70025,-1.5196,6.95E-12,-3.87E-14,6.49E-14
42919,0.71855,-1.5177,7.19E-12,-1.05E-13,6.67E-14
43056,0.70503,-1.5467,6.98E-12,-4.63E-14,5.73E-14
43744,0.63867,4.28E-02,2.32E-12,2.92E-14,6.57E-12
43166,0.65356,6.34E-02,2.31E-12,-8.19E-14,4.98E-12
42915,0.72071,-1.1583,7.09E-12,-1.09E-13,1.17E-13
43657,0.72993,-1.2748,7.16E-12,-2.37E-13,1.82E-14
43310,0.7297,-1.3022,7.25E-12,-1.39E-13,-2.46E-14
43672,0.74326,-1.597,7.76E-12,-1.93E-13,9.02E-14
43304,0.72969,-1.5714,7.32E-12,-1.34E-13,5.96E-14
43331,0.68898,-0.51159,6.63E-12,-2.39E-14,4.49E-14
43114,0.72366,-2.5781,4.21E-12,3.62E-14,-5.46E-12
43602,0.72976,-0.2879,6.93E-12,-1.41E-13,1.32E-13
43038,0.70747,-0.29064,6.71E-12,-3.69E-14,1.26E-13
42905,0.71659,-0.26218,6.91E-12,-6.91E-14,1.78E-13
40458,0.572,-0.66184,3.62E-13,4.90E-15,1.96E-13
40459,0.572,-0.63263,2.91E-13,3.89E-15,1.88E-13
40540,0.572,-5.83E-02,-2.71E-12,-1.62E-14,1.97E-12
40423,0.572,-1.1492,3.03E-12,5.74E-14,7.22E-13
40343,0.572,-1.12,2.87E-12,4.43E-14,7.18E-13
41582,0.577,-1.12,2.77E-12,2.30E-14,6.23E-13
40484,0.572,-0.525,2.93E-14,-1.55E-15,1.93E-13
40525,0.572,-0.49583,-4.95E-15,7.98E-16,1.81E-13
40414,0.572,-1.4121,8.43E-12,1.96E-13,1.77E-12
42985,0.56732,-2.5612,-7.71E-11,-1.21E-12,2.11E-11
34717,0.58365,-2.5713,-7.45E-11,3.81E-14,9.75E-12
42933,0.56498,-2.5928,-6.33E-11,-1.11E-12,1.62E-11
34718,0.58453,-2.5557,-8.08E-11,-1.22E-12,1.36E-11
34822,0.68696,-2.1755,7.35E-12,5.91E-14,-5.87E-13
32016,0.65535,-0.6401,6.71E-12,2.80E-14,7.23E-14
39772,0.64,-0.65747,6.76E-12,5.52E-14,7.61E-14
31780,0.65532,-2.3438,6.28E-12,3.21E-14,-8.47E-13
39716,0.64,-2.331,6.32E-12,4.86E-14,-9.26E-13
39715,0.64,-2.3609,6.35E-12,6.89E-14,-7.54E-13
35412,0.67924,-0.87026,6.64E-12,3.20E-15,5.96E-14
43254,0.69381,-0.86335,6.67E-12,-2.62E-14,5.35E-14
43262,0.69622,-1.4925,6.94E-12,-4.37E-14,7.63E-14
34869,0.68512,-0.52419,6.64E-12,-6.39E-15,4.43E-14
34897,0.68604,-0.8774,6.67E-12,-1.19E-14,5.59E-14
29149,0.67538,-0.87774,6.65E-12,4.42E-15,6.34E-14
39760,0.64,-1.0161,6.85E-12,6.83E-14,8.25E-14
31842,0.65532,-1.8955,7.19E-12,3.22E-14,-1.10E-13
39730,0.64,-1.9126,7.26E-12,7.24E-14,-1.29E-13
31906,0.65532,-1.4471,6.97E-12,3.18E-14,7.79E-14
39745,0.64,-1.4644,7.04E-12,6.67E-14,7.81E-14
43715,0.69147,-2.4639,6.87E-12,2.10E-14,-1.35E-12
31817,0.65532,-2.0748,7.06E-12,3.58E-14,-4.13E-13
39725,0.64,-2.0621,7.19E-12,4.30E-14,-4.02E-13
39724,0.64,-2.092,7.10E-12,6.48E-14,-4.77E-13
39737,0.64,-1.7034,7.13E-12,6.87E-14,1.75E-14
31869,0.65532,-1.7161,7.07E-12,2.42E-14,1.26E-16
39736,0.64,-1.7333,7.17E-12,5.68E-14,6.27E-16
39779,0.64,-0.44828,6.73E-12,5.96E-14,5.46E-14
43609,0.68977,-0.40002,6.60E-12,-1.72E-14,5.78E-14
33334,0.58642,-1.7165,2.75E-11,3.17E-14,5.11E-12
39775,0.64,-0.56782,6.77E-12,5.44E-14,6.21E-14
40413,0.572,-1.4413,9.33E-12,9.37E-14,1.95E-12
33042,0.58941,-1.4349,9.03E-12,4.19E-14,1.56E-12
42932,0.5981,-2.6586,-2.93E-11,-4.26E-14,3.11E-12
39709,0.64,-2.5402,1.26E-11,6.22E-14,-1.14E-12
39713,0.64,-2.4207,6.77E-12,5.31E-14,-5.30E-13
31792,0.65412,-2.256,6.73E-12,4.69E-14,-1.23E-12
39718,0.64,-2.2713,6.65E-12,9.15E-14,-1.24E-12
39728,0.64,-1.9724,7.23E-12,6.65E-14,-2.16E-13
34809,0.69211,-1.6227,6.94E-12,-1.03E-14,3.31E-14
39740,0.64,-1.6138,7.07E-12,6.42E-14,4.48E-14
31881,0.65409,-1.6285,7.01E-12,2.28E-14,3.79E-14
39739,0.64,-1.6437,7.09E-12,7.17E-14,3.63E-14
39790,0.64,-0.11954,7.57E-12,6.12E-14,1.04E-13
31981,0.65532,-0.90913,6.72E-12,2.97E-14,7.67E-14
39764,0.64,-0.89655,6.79E-12,3.99E-14,7.65E-14
39763,0.64,-0.92644,6.80E-12,5.51E-14,8.26E-14
39755,0.64,-1.1655,6.90E-12,5.66E-14,8.71E-14
35411,0.68039,-0.8466,6.63E-12,-6.77E-16,6.21E-14
39785,0.64,-0.26897,6.84E-12,7.14E-14,5.76E-14
39784,0.64,-0.29885,6.81E-12,5.73E-14,5.39E-14
39782,0.64,-0.35862,6.74E-12,6.20E-14,5.37E-14
43615,0.68848,-0.48811,6.62E-12,-8.07E-15,4.29E-14
39778,0.64,-0.47816,6.74E-12,5.33E-14,5.68E-14
32037,0.65313,-0.48825,6.68E-12,2.68E-14,5.81E-14
39776,0.64,-0.53793,6.76E-12,5.19E-14,6.12E-14
43334,0.68992,-0.42069,6.59E-12,-1.00E-14,4.84E-14
40053,0.635,-0.47816,-4.36E-14,-1.33E-15,6.98E-14
39673,0.64,0,8.10E-12,4.74E-13,1.49E-11
31740,0.64702,6.38E-03,8.08E-12,3.04E-14,9.59E-12
31739,0.6503,-6.44E-03,1.10E-11,3.63E-13,8.04E-12
40038,0.635,-0.92644,1.22E-12,8.49E-15,1.11E-13
40008,0.635,-1.823,4.17E-11,3.18E-13,1.04E-12
3620,0.65633,-1.07E-02,1.08E-11,-1.08E-28,6.22E-12
43459,0.6606,-1.29E-02,1.03E-11,-7.90E-14,5.01E-12
6777,0.61709,-1.16E-02,-6.69E-12,1.91E-14,5.80E-12
3647,0.62275,-7.91E-03,-7.37E-12,-5.15E-14,8.24E-12
5186,0.67352,-0.67093,6.64E-12,5.26E-15,8.31E-14
35405,0.68762,-0.66297,6.65E-12,-1.58E-15,8.55E-14
35408,0.68641,-0.75238,6.60E-12,-1.37E-15,8.05E-14
39767,0.64,-0.8069,6.73E-12,5.77E-14,7.31E-14
6305,0.66395,-1.0458,6.78E-12,6.62E-15,7.18E-14
39759,0.64,-1.046,6.87E-12,5.61E-14,8.67E-14
33248,0.58775,-0.16861,-1.34E-12,-1.40E-14,4.48E-13
40536,0.572,-0.175,-1.27E-12,-1.41E-14,5.26E-13
33244,0.58775,-0.19795,-1.08E-12,-9.51E-15,3.61E-13
7796,0.5972,-0.19605,-1.10E-12,-5.84E-15,3.14E-13
7562,0.60349,-0.19924,-1.08E-12,-4.11E-15,2.64E-13
40535,0.572,-0.20417,-1.06E-12,-1.62E-14,4.19E-13
35438,0.68754,-1.6495,6.94E-12,2.05E-15,1.10E-14
34808,0.68783,-1.5481,6.90E-12,-3.04E-15,5.41E-14
8237,0.67756,-1.5476,6.91E-12,1.13E-15,5.63E-14
29585,0.68013,-1.5417,6.91E-12,2.07E-16,6.25E-14
7875,0.67251,-1.5425,6.92E-12,3.05E-15,6.16E-14
7924,0.66462,-1.6721,6.99E-12,8.14E-15,1.30E-14
8664,0.65676,-1.6684,7.02E-12,2.21E-14,1.52E-14
9805,0.59563,-0.4451,-1.30E-13,-8.99E-16,1.45E-13
35275,0.60319,-0.44275,-1.33E-13,-5.54E-16,1.31E-13
33229,0.58775,-0.44749,-1.21E-13,8.10E-17,1.60E-13
9807,0.59558,-0.43892,-1.43E-13,3.10E-17,1.46E-13
8923,0.60318,-0.43539,-1.50E-13,-6.41E-16,1.31E-13
9368,0.59739,-0.43158,-1.63E-13,-1.60E-15,1.45E-13
43217,0.60348,-0.42799,-1.67E-13,-1.19E-15,1.29E-13
33228,0.58947,-0.43304,-1.61E-13,-1.63E-15,1.61E-13
39734,0.64,-1.7931,7.21E-12,6.44E-14,-3.59E-14
10098,0.61151,-0.51338,2.47E-14,-3.51E-16,1.09E-13
32900,0.61898,-0.51215,2.36E-14,-1.83E-17,9.38E-14
1505,0.61325,-0.52187,4.13E-14,3.24E-16,1.08E-13
32881,0.61643,-0.60473,2.18E-13,1.04E-15,1.07E-13
11872,0.67923,-1.9972,7.01E-12,6.17E-16,-2.32E-13
28690,0.68206,-1.9902,7.01E-12,2.16E-15,-2.17E-13
34818,0.68583,-1.9973,6.99E-12,-8.97E-16,-2.27E-13
31813,0.65532,-2.0898,7.02E-12,2.10E-14,-4.52E-13
13383,0.66462,-2.2101,7.51E-12,4.41E-14,-1.43E-12
32826,0.61996,-0.91791,1.19E-12,9.66E-15,1.49E-13
15377,0.59622,-1.0745,2.28E-12,1.14E-14,4.22E-13
15376,0.60213,-1.0717,2.22E-12,7.69E-15,3.62E-13
15831,0.66405,-2.4464,6.95E-12,1.50E-14,-7.99E-13
15082,0.66,-2.4709,7.47E-12,1.82E-14,-8.60E-13
15237,0.66204,-2.4635,7.30E-12,2.15E-14,-8.42E-13
16417,0.65785,-2.5339,1.05E-11,1.24E-14,-2.04E-12
31746,0.64973,-2.531,1.04E-11,-8.15E-15,-1.37E-12
31745,0.65388,-2.5421,1.18E-11,9.41E-14,-2.01E-12
32747,0.61697,-1.3823,7.22E-12,6.30E-14,5.23E-13
33039,0.58775,-1.4765,1.07E-11,7.29E-14,1.89E-12
40019,0.635,-1.4943,1.10E-11,5.61E-14,3.27E-13
32722,0.6186,-1.5196,1.21E-11,9.76E-14,7.51E-13
33047,0.58775,-1.3883,7.53E-12,5.17E-14,1.35E-12
26884,0.60162,-1.6692,2.24E-11,3.89E-14,2.97E-12
35606,0.60727,-1.6696,2.24E-11,6.06E-14,2.55E-12
19230,0.60252,-1.6615,2.18E-11,4.86E-14,2.73E-12
20760,0.60915,-1.6633,2.18E-11,6.02E-14,2.29E-12
33383,0.59401,-1.666,2.24E-11,1.33E-13,3.47E-12
19228,0.60127,-1.6542,2.12E-11,8.56E-14,2.83E-12
19410,0.59598,-2.4278,-1.64E-10,-6.57E-13,3.80E-11
33303,0.58775,-2.1818,3.05E-10,6.01E-13,7.95E-11
21102,0.59563,-2.1843,3.08E-10,7.56E-13,5.85E-11
21099,0.59563,-2.1757,2.92E-10,-6.21E-13,6.13E-11
32614,0.61695,-2.1605,2.54E-10,1.95E-12,2.09E-11
32619,0.61681,-2.1312,2.10E-10,1.94E-12,2.03E-11
35649,0.67836,-0.57034,6.65E-12,2.49E-16,5.79E-14
5511,0.67697,-0.56119,6.65E-12,2.40E-16,5.52E-14
43476,0.67012,-0.56093,6.65E-12,3.16E-15,5.64E-14
21240,0.6735,-0.56592,6.65E-12,2.44E-31,5.81E-14
5274,0.68451,-0.45244,6.61E-12,-2.17E-15,5.05E-14
5271,0.6825,-0.45951,6.61E-12,-1.16E-15,4.74E-14
5273,0.6771,-0.45323,6.60E-12,-1.67E-16,4.98E-14
23328,0.5972,-2.0212,1.09E-10,3.81E-13,2.08E-11
9292,0.60318,-2.0164,1.07E-10,3.99E-13,1.73E-11
7374,0.67785,-1.6183,6.93E-12,4.35E-16,3.09E-14
32713,0.61713,-1.5907,1.63E-11,1.26E-13,1.10E-12
33313,0.58775,-2.0349,1.19E-10,9.44E-13,2.80E-11
27218,0.5972,-2.0356,1.20E-10,6.26E-13,2.44E-11
27216,0.59563,-2.0296,1.15E-10,3.26E-13,2.28E-11
1632,0.61221,-2.6063,-5.59E-11,2.37E-13,-1.38E-11
1638,0.60346,-2.6016,-5.97E-11,-1.05E-13,-8.06E-12
18725,0.59471,-2.6045,-5.69E-11,-9.47E-15,-3.96E-12
28551,0.6779,-2.1755,7.65E-12,3.36E-14,-5.66E-13
12929,0.67346,-2.1703,7.80E-12,5.47E-14,-3.63E-13
34819,0.6922,-2.0711,6.94E-12,-8.11E-15,-3.50E-13
12127,0.68489,-2.0729,6.94E-12,7.30E-16,-3.69E-13
12129,0.68594,-2.0661,6.95E-12,-2.63E-15,-3.55E-13
11990,0.67797,-2.067,6.96E-12,2.95E-15,-3.68E-13
5923,0.68216,-0.26204,6.70E-12,2.06E-16,1.13E-13
34846,0.68512,-0.25512,6.71E-12,-8.95E-16,1.16E-13
5925,0.67811,-0.25808,6.71E-12,1.80E-15,1.09E-13
34861,0.68512,-0.4345,6.60E-12,-1.80E-15,4.89E-14
27834,0.5985,-5.05E-03,-3.45E-12,2.31E-14,4.95E-12
35051,0.59774,3.30E-03,-3.04E-12,6.36E-14,5.52E-12
33221,0.58563,-6.70E-03,-3.16E-12,-4.75E-14,4.45E-12
27835,0.60397,-3.44E-03,-3.86E-12,-1.62E-14,5.58E-12
6752,0.60522,-9.86E-03,-4.32E-12,4.12E-14,4.96E-12
31898,0.65131,-1.499,6.99E-12,2.93E-14,7.25E-14
29686,0.67424,-2.5088,8.27E-12,2.14E-14,-1.91E-12
32005,0.65675,-0.73094,6.66E-12,1.47E-14,8.45E-14
5295,0.66393,-0.73746,6.64E-12,4.42E-15,8.44E-14
11670,0.5972,-0.67055,3.73E-13,1.92E-15,1.60E-13
29717,0.59563,-0.66402,3.56E-13,8.84E-16,1.58E-13
33153,0.58919,-0.66845,3.73E-13,2.74E-15,1.75E-13
11676,0.60287,-0.66662,3.59E-13,1.12E-15,1.45E-13
34752,0.67813,-0.23365,6.74E-12,7.27E-15,1.26E-13
29722,0.5972,-0.65579,3.42E-13,1.80E-15,1.56E-13
29720,0.59563,-0.64925,3.22E-13,5.97E-16,1.58E-13
33154,0.58719,-0.65298,3.34E-13,8.09E-16,1.74E-13
11681,0.6035,-0.65241,3.27E-13,9.06E-16,1.42E-13
35420,0.68714,-1.1112,6.78E-12,2.83E-15,8.52E-14
29166,0.67979,-0.64537,6.66E-12,-1.56E-15,7.68E-14
29165,0.67795,-0.65102,6.65E-12,3.71E-16,7.80E-14
34788,0.68763,-0.65128,6.66E-12,-4.96E-15,7.87E-14
23205,0.67288,-0.6462,6.66E-12,2.28E-15,7.50E-14
29157,0.67918,-0.37537,6.60E-12,-7.61E-16,6.81E-14
22987,0.67716,-0.38153,6.60E-12,9.60E-16,6.27E-14
34782,0.68667,-0.381,6.59E-12,-2.85E-15,6.67E-14
20901,0.67152,-0.37562,6.61E-12,3.21E-15,6.35E-14
28971,0.67962,-0.10643,7.37E-12,1.18E-15,5.38E-13
28970,0.67866,-0.11244,7.32E-12,2.97E-15,4.69E-13
6543,0.67192,-0.107,7.42E-12,8.17E-15,4.48E-13
33226,0.58908,-0.46193,-9.09E-14,-2.24E-15,1.56E-13
33227,0.58775,-0.47683,-5.87E-14,3.19E-16,1.56E-13
35456,0.68781,-2.1879,7.34E-12,8.83E-14,-7.71E-13
35004,0.67228,-2.23,6.89E-12,2.18E-14,-1.13E-12
35298,0.60304,-2.1278,2.06E-10,1.17E-12,4.17E-11
33305,0.58775,-2.1524,2.47E-10,1.20E-12,6.83E-11
27076,0.59563,-2.1548,2.48E-10,8.38E-13,5.64E-11
26870,0.5972,-2.2125,4.13E-10,2.12E-12,-8.24E-12
20913,0.59619,-2.2044,3.77E-10,3.73E-13,3.22E-11
21652,0.60372,-2.2078,3.62E-10,1.56E-12,2.16E-12
26431,0.68173,-2.4366,6.63E-12,9.52E-15,-9.68E-13
34828,0.68761,-2.444,6.66E-12,7.37E-15,-1.08E-12
15731,0.67281,-2.4379,6.74E-12,9.65E-15,-8.82E-13
35429,0.68707,-1.3803,6.89E-12,4.09E-15,5.73E-14
35349,0.60312,-2.0686,1.43E-10,6.59E-13,2.64E-11
22971,0.59563,-2.0664,1.42E-10,4.64E-13,3.02E-11
32043,0.65506,-0.45976,6.67E-12,2.19E-14,5.58E-14
5325,0.6636,-0.46739,6.64E-12,6.90E-15,5.22E-14
32038,0.65506,-0.4747,6.67E-12,2.39E-14,4.98E-14
21316,0.66369,-0.47387,6.63E-12,9.75E-15,4.97E-14
33326,0.58909,-1.837,4.60E-11,1.75E-13,8.30E-12
22604,0.59586,-1.8433,4.65E-11,9.86E-14,7.26E-12
33327,0.58665,-1.8518,4.87E-11,3.93E-13,9.29E-12
32733,0.61717,-1.4718,1.02E-11,6.07E-14,7.76E-13
33142,0.58715,-0.7699,6.50E-13,1.99E-15,2.13E-13
12006,0.59731,-0.77268,6.55E-13,1.79E-15,1.90E-13
40059,0.635,-0.29885,-5.27E-13,-5.00E-15,7.02E-14
35435,0.6881,-1.5601,6.90E-12,3.76E-15,5.12E-14
32972,0.61976,-8.11E-02,-2.72E-12,-1.79E-14,5.18E-13
32977,0.61783,-6.71E-02,-3.16E-12,-2.23E-14,7.05E-13
6802,0.5964,-0.11569,-1.94E-12,-1.78E-15,6.40E-13
6800,0.59763,-0.10771,-2.08E-12,-8.01E-15,7.18E-13
33253,0.58928,-0.10994,-2.00E-12,-1.56E-14,7.95E-13
6801,0.6035,-0.11054,-2.05E-12,-7.83E-15,5.93E-13
35417,0.68039,-1.026,6.75E-12,-2.98E-15,5.42E-14
31998,0.65353,-0.78327,6.68E-12,1.55E-14,7.93E-14
5398,0.65896,-0.77299,6.66E-12,6.13E-15,7.24E-14
39768,0.64,-0.77701,6.72E-12,5.78E-14,7.56E-14
5623,0.67905,-0.82379,6.62E-12,-7.45E-16,6.27E-14
5621,0.67731,-0.83017,6.63E-12,7.51E-16,6.10E-14
34792,0.68507,-0.82909,6.62E-12,-4.82E-15,5.65E-14
5622,0.67262,-0.82482,6.63E-12,2.46E-15,6.56E-14
34735,0.67782,-0.41352,6.59E-12,2.41E-15,5.31E-14
34738,0.67737,-0.40231,6.59E-12,2.21E-15,5.60E-14
3645,0.66493,-2.79E-03,8.78E-12,8.02E-15,5.89E-12
3646,0.66329,3.62E-03,8.74E-12,-8.62E-14,6.68E-12
3567,0.66165,1.00E-02,7.06E-12,-2.55E-14,7.41E-12
33161,0.58688,-0.58352,1.73E-13,1.32E-15,1.63E-13
23096,0.68147,-0.44138,6.60E-12,-5.88E-16,5.00E-14
23098,0.67811,-0.43745,6.60E-12,1.01E-15,5.02E-14
35475,0.67606,-0.51481,6.62E-12,3.37E-15,4.79E-14
32061,0.65157,-0.33371,6.70E-12,1.51E-14,6.83E-14
6028,0.67686,-0.94969,6.68E-12,5.14E-15,6.56E-14
35414,0.68577,-0.93487,6.68E-12,-4.09E-15,6.61E-14
6032,0.67336,-0.93814,6.68E-12,3.44E-15,6.78E-14
6393,0.68217,-0.17208,6.93E-12,2.14E-15,2.44E-13
34839,0.68562,-0.16595,6.94E-12,2.81E-15,2.65E-13
7404,0.67445,-1.4875,6.91E-12,5.91E-15,7.46E-14
35432,0.68039,-1.4744,6.91E-12,-4.10E-16,7.22E-14
7410,0.67282,-1.4768,6.92E-12,3.32E-15,7.34E-14
28688,0.68347,-1.9821,7.01E-12,8.40E-16,-2.00E-13
11353,0.68563,-1.9762,7.02E-12,-4.37E-15,-1.82E-13
11106,0.67845,-1.9771,7.03E-12,2.40E-15,-1.96E-13
25887,0.6759,-1.8465,7.11E-12,6.92E-15,-7.64E-14
35444,0.68039,-1.8332,7.10E-12,3.53E-15,-7.69E-14
43267,0.69683,-1.8514,7.15E-12,-5.00E-14,-8.00E-14
25888,0.67312,-1.835,7.11E-12,4.08E-15,-7.28E-14
12156,0.66949,-2.0381,7.02E-12,4.87E-15,-3.21E-13
11726,0.66786,-2.0467,7.02E-12,7.12E-15,-3.44E-13
43341,0.69041,-0.24146,6.71E-12,-6.57E-15,1.32E-13
29740,0.68598,-1.8867,7.10E-12,-1.90E-15,-9.39E-14
34815,0.69349,-1.8929,7.10E-12,-5.73E-15,-9.10E-14
29739,0.68306,-1.8945,7.09E-12,-9.44E-19,-9.93E-14
25926,0.67788,-1.8876,7.10E-12,4.54E-16,-9.80E-14
29683,0.67183,-2.5144,8.63E-12,2.51E-14,-2.00E-12
35889,0.68202,-2.5179,8.27E-12,3.20E-14,-2.45E-12
35508,0.66591,-2.5107,8.72E-12,1.98E-14,-1.66E-12
29584,0.68601,-1.5279,6.91E-12,-1.30E-15,6.49E-14
34807,0.69349,-1.5341,6.92E-12,-4.41E-15,6.74E-14
29583,0.68365,-1.536,6.91E-12,-1.38E-16,6.32E-14
7881,0.67912,-1.5285,6.91E-12,2.33E-16,6.36E-14
43040,0.70429,-0.38131,6.67E-12,-2.65E-14,7.08E-14
34743,0.67802,-0.32319,6.62E-12,3.65E-15,8.19E-14
5866,0.67147,-0.31811,6.64E-12,3.55E-15,7.85E-14
33063,0.58775,-1.1533,3.07E-12,1.81E-14,6.27E-13
26414,0.59625,-1.1479,2.99E-12,6.91E-15,5.08E-13
33064,0.589,-1.1385,2.90E-12,6.02E-15,5.72E-13
